variant_id,object_id,stored,success,attempt,usable_good_frac,success_rate,slots,min_slot_count,max_slot_count
1248,3,29,112,116,0.25892857142857145,0.9655172413793104,3,1,24
790,15,29,110,113,0.2636363636363636,0.9734513274336283,3,2,20
1871,27,29,109,115,0.26605504587155965,0.9478260869565217,3,6,12
878,14,29,101,114,0.2871287128712871,0.8859649122807017,3,0,16
81,14,29,77,105,0.37662337662337664,0.7333333333333333,3,3,22
1977,24,30,149,160,0.20134228187919462,0.93125,3,1,15
1312,5,30,147,148,0.20408163265306123,0.9932432432432432,3,4,16
735,13,30,139,170,0.2158273381294964,0.8176470588235294,3,6,14
1606,7,30,137,140,0.21897810218978103,0.9785714285714285,3,4,20
109,13,30,132,149,0.22727272727272727,0.8859060402684564,3,2,21
1718,8,30,131,141,0.22900763358778625,0.9290780141843972,3,1,21
1013,2,30,128,151,0.234375,0.847682119205298,3,0,15
72,16,30,125,132,0.24,0.946969696969697,3,0,29
902,22,30,124,129,0.24193548387096775,0.9612403100775194,3,5,16
972,28,30,123,125,0.24390243902439024,0.984,3,2,19
353,15,30,122,123,0.2459016393442623,0.991869918699187,3,3,24
1509,3,30,122,135,0.2459016393442623,0.9037037037037037,3,0,15
1684,25,30,120,123,0.25,0.975609756097561,3,3,20
500,26,30,118,120,0.2542372881355932,0.9833333333333333,3,5,18
1924,27,30,118,126,0.2542372881355932,0.9365079365079365,3,6,15
1063,2,30,114,127,0.2631578947368421,0.8976377952755905,3,0,28
231,17,30,112,118,0.26785714285714285,0.9491525423728814,3,5,17
563,15,30,110,113,0.2727272727272727,0.9734513274336283,3,3,14
1477,13,30,110,118,0.2727272727272727,0.9322033898305084,3,6,15
1027,10,30,109,114,0.27522935779816515,0.956140350877193,3,4,18
247,18,30,101,113,0.297029702970297,0.8938053097345132,3,5,14
845,4,30,97,114,0.30927835051546393,0.8508771929824561,3,1,25
1839,28,30,97,117,0.30927835051546393,0.8290598290598291,3,0,30
75,5,31,138,156,0.2246376811594203,0.8846153846153846,3,3,21
1929,20,31,138,140,0.2246376811594203,0.9857142857142858,3,4,16
2003,25,31,138,141,0.2246376811594203,0.9787234042553191,3,3,22
1047,22,31,135,139,0.22962962962962963,0.9712230215827338,3,5,19
1780,27,31,133,138,0.23308270676691728,0.9637681159420289,3,1,26
1913,0,31,132,144,0.23484848484848486,0.9166666666666666,3,8,13
757,26,31,130,144,0.23846153846153847,0.9027777777777778,3,2,19
1493,31,31,128,137,0.2421875,0.9343065693430657,3,0,28
2010,12,31,128,175,0.2421875,0.7314285714285714,3,1,23
168,29,31,125,128,0.248,0.9765625,3,2,24
808,25,31,124,130,0.25,0.9538461538461539,3,5,13
1154,0,31,115,132,0.26956521739130435,0.8712121212121212,3,1,27
1461,15,31,115,117,0.26956521739130435,0.9829059829059829,3,1,20
490,26,31,111,127,0.27927927927927926,0.8740157480314961,3,2,17
1921,23,31,110,120,0.2818181818181818,0.9166666666666666,3,3,17
1446,28,31,109,124,0.28440366972477066,0.8790322580645161,3,1,25
1619,0,31,107,119,0.2897196261682243,0.8991596638655462,3,6,16
1338,0,31,102,117,0.30392156862745096,0.8717948717948718,3,4,14
1956,30,31,95,110,0.3263157894736842,0.8636363636363636,3,1,20
2045,31,31,91,108,0.34065934065934067,0.8425925925925926,3,1,22
1670,9,31,77,102,0.4025974025974026,0.7549019607843137,3,3,21
59,17,32,153,156,0.20915032679738563,0.9807692307692307,3,7,17
587,4,32,144,150,0.2222222222222222,0.96,3,6,16
794,31,32,142,176,0.22535211267605634,0.8068181818181818,3,1,29
956,29,32,142,152,0.22535211267605634,0.9342105263157895,3,0,28
1137,12,32,140,162,0.22857142857142856,0.8641975308641975,3,0,19
458,27,32,135,153,0.23703703703703705,0.8823529411764706,3,1,21
151,18,32,133,134,0.24060150375939848,0.9925373134328358,3,2,23
1671,5,32,128,128,0.25,1.0,3,0,21
