variant_id,object_id,stored_run1,stored_run2,stored_delta,usable_frac_run1,usable_frac_run2,usable_frac_delta,success_rate_run1,success_rate_run2,success_rate_delta
1622,8,92,10,-82,0.5935483870967742,0.5,-0.09354838709677415,0.9567901234567902,1.0,0.043209876543209846
1978,9,95,13,-82,0.6597222222222222,0.6842105263157895,0.02448830409356728,0.9473684210526315,1.0,0.052631578947368474
1841,22,87,6,-81,0.7909090909090909,0.375,-0.4159090909090909,0.9401709401709402,0.8888888888888888,-0.05128205128205132
207,22,86,5,-81,0.671875,0.2777777777777778,-0.3940972222222222,0.9846153846153847,1.0,0.01538461538461533
742,5,86,5,-81,0.6615384615384615,0.29411764705882354,-0.367420814479638,0.9219858156028369,0.85,-0.0719858156028369
1004,20,87,6,-81,0.6796875,0.3333333333333333,-0.3463541666666667,0.9922480620155039,0.9473684210526315,-0.044879640962872336
70,3,88,7,-81,0.6330935251798561,0.30434782608695654,-0.3287456990928995,0.9586206896551724,0.8846153846153846,-0.07400530503978786
547,23,87,6,-81,0.5878378378378378,0.2727272727272727,-0.3151105651105651,0.8457142857142858,1.0,0.15428571428571425
131,18,87,6,-81,0.6304347826086957,0.3157894736842105,-0.31464530892448517,0.9928057553956835,1.0,0.007194244604316502
740,10,89,8,-81,0.7355371900826446,0.47058823529411764,-0.264948954788527,0.9453125,0.9444444444444444,-0.0008680555555555802
478,1,91,10,-81,0.7398373983739838,0.5263157894736842,-0.2135216089002996,0.9318181818181818,0.95,0.018181818181818188
831,8,90,9,-81,0.5625,0.42857142857142855,-0.13392857142857145,0.9411764705882353,0.9545454545454546,0.013368983957219305
552,7,94,13,-81,0.6103896103896104,0.65,0.03961038961038965,0.9685534591194969,0.9523809523809523,-0.016172506738544534
420,17,88,8,-80,0.7652173913043478,0.4444444444444444,-0.32077294685990343,0.9583333333333334,1.0,0.04166666666666663
222,27,85,5,-80,0.648854961832061,0.3333333333333333,-0.3155216284987277,0.9632352941176471,0.8333333333333334,-0.1299019607843137
267,13,87,7,-80,0.6796875,0.3684210526315789,-0.3112664473684211,0.9846153846153847,1.0,0.01538461538461533
541,27,88,8,-80,0.7521367521367521,0.4444444444444444,-0.3076923076923077,0.9831932773109243,1.0,0.01680672268907568
965,6,89,9,-80,0.7063492063492064,0.42857142857142855,-0.27777777777777785,0.9402985074626866,0.9545454545454546,0.014246947082767969
1012,14,89,9,-80,0.6742424242424242,0.42857142857142855,-0.24567099567099565,0.9705882352941176,0.9545454545454546,-0.016042780748663055
1891,1,88,8,-80,0.6666666666666666,0.42105263157894735,-0.24561403508771928,0.9924812030075187,1.0,0.007518796992481258
595,7,86,6,-80,0.5276073619631901,0.2857142857142857,-0.24189307624890444,0.9421965317919075,0.9545454545454546,0.012348922753547042
1053,20,87,7,-80,0.5918367346938775,0.35,-0.24183673469387756,0.9545454545454546,1.0,0.045454545454545414
282,27,86,6,-80,0.5212121212121212,0.2857142857142857,-0.23549783549783554,0.8870967741935484,0.9130434782608695,0.025946704067321136
1910,19,89,9,-80,0.7235772357723578,0.5,-0.22357723577235777,0.9761904761904762,1.0,0.023809523809523836
873,31,90,10,-80,0.6766917293233082,0.47619047619047616,-0.20050125313283207,0.875,1.0,0.125
169,5,89,9,-80,0.644927536231884,0.45,-0.19492753623188402,0.971830985915493,0.9523809523809523,-0.019450033534540667
339,8,89,9,-80,0.664179104477612,0.47368421052631576,-0.1904948939512962,0.9640287769784173,0.95,-0.014028776978417312
1562,23,88,8,-80,0.5945945945945946,0.42105263157894735,-0.17354196301564728,0.9673202614379085,0.95,-0.017320261437908546
693,10,89,9,-80,0.6402877697841727,0.47368421052631576,-0.16660355925785691,0.9205298013245033,0.95,0.029470198675496606
1373,31,91,11,-80,0.6319444444444444,0.5238095238095238,-0.10813492063492058,0.8944099378881988,0.9545454545454546,0.060135516657255805
2038,17,83,4,-79,0.7155172413793104,0.25,-0.4655172413793104,0.7483870967741936,0.6666666666666666,-0.08172043010752694
1942,23,84,5,-79,0.6268656716417911,0.3125,-0.3143656716417911,0.9925925925925926,0.9411764705882353,-0.0514161220043573
167,5,86,7,-79,0.7226890756302521,0.4117647058823529,-0.31092436974789917,0.9754098360655737,0.9444444444444444,-0.030965391621129323
504,17,86,7,-79,0.671875,0.3684210526315789,-0.3034539473684211,0.9014084507042254,1.0,0.09859154929577463
1296,5,86,7,-79,0.7107438016528925,0.4375,-0.2732438016528925,0.9603174603174603,0.9411764705882353,-0.019140989729225066
1114,3,87,8,-79,0.6850393700787402,0.4444444444444444,-0.24059492563429574,0.9694656488549618,1.0,0.03053435114503822
1164,19,88,9,-79,0.6567164179104478,0.5,-0.15671641791044777,0.9054054054054054,0.9473684210526315,0.041963015647226154
775,17,89,10,-79,0.6691729323308271,0.5555555555555556,-0.1136173767752715,0.9708029197080292,0.9,-0.07080291970802921
866,7,84,6,-78,0.6511627906976745,0.3,-0.3511627906976745,0.9555555555555556,1.0,0.0444444444444444
559,23,83,5,-78,0.6384615384615384,0.29411764705882354,-0.3443438914027149,0.9774436090225563,0.9444444444444444,-0.03299916457811192
1544,27,87,9,-78,0.8055555555555556,0.5,-0.3055555555555556,0.9391304347826087,1.0,0.060869565217391286
1451,20,84,6,-78,0.60431654676259,0.3,-0.30431654676258996,0.9928571428571429,0.9090909090909091,-0.08376623376623382
137,11,85,7,-78,0.625,0.3333333333333333,-0.2916666666666667,0.8395061728395061,0.875,0.035493827160493874
1904,1,84,6,-78,0.5874125874125874,0.3157894736842105,-0.2716231137283769,0.9794520547945206,0.95,-0.02945205479452062
1339,11,85,7,-78,0.6589147286821705,0.3888888888888889,-0.2700258397932816,0.9084507042253521,0.782608695652174,-0.12584200857317818
550,21,86,8,-78,0.6142857142857143,0.4,-0.2142857142857143,0.9459459459459459,0.9523809523809523,0.006435006435006385
451,28,86,8,-78,0.5972222222222222,0.4,-0.1972222222222222,0.993103448275862,0.9523809523809523,-0.04072249589490973
781,29,87,9,-78,0.6,0.42857142857142855,-0.17142857142857143,0.9731543624161074,1.0,0.02684563758389258
1301,7,88,10,-78,0.7213114754098361,0.5555555555555556,-0.1657559198542805,0.991869918699187,0.9473684210526315,-0.04450149764655542
1403,30,88,10,-78,0.7096774193548387,0.5555555555555556,-0.15412186379928317,0.9763779527559056,0.9473684210526315,-0.029009531703274027
570,23,89,11,-78,0.6496350364963503,0.5238095238095238,-0.1258255126868265,1.0,0.9545454545454546,-0.045454545454545414
1659,24,89,11,-78,0.6223776223776224,0.55,-0.07237762237762235,0.959731543624161,1.0,0.04026845637583898
299,17,81,4,-77,0.675,0.25,-0.42500000000000004,0.967741935483871,0.9411764705882353,-0.026565464895635715
744,18,83,6,-77,0.7685185185185185,0.375,-0.3935185185185185,0.9230769230769231,0.8888888888888888,-0.03418803418803429
1799,11,83,6,-77,0.6335877862595419,0.3,-0.33358778625954194,0.9424460431654677,0.9523809523809523,0.009934909215484677
1826,1,82,5,-77,0.6165413533834586,0.29411764705882354,-0.3224237063246351,0.9925373134328358,1.0,0.007462686567164201
1715,4,83,6,-77,0.6240601503759399,0.3333333333333333,-0.29072681704260656,0.9708029197080292,0.9473684210526315,-0.023434498655397706
951,4,84,7,-77,0.672,0.3888888888888889,-0.28311111111111115,0.9765625,0.9473684210526315,-0.029194078947368474
1181,29,83,6,-77,0.5684931506849316,0.2857142857142857,-0.28277886497064586,0.8439306358381503,0.84,-0.0039306358381503426
1243,20,85,8,-77,0.7083333333333334,0.47058823529411764,-0.23774509803921573,0.967741935483871,0.9444444444444444,-0.023297491039426577
1734,10,86,9,-77,0.589041095890411,0.4090909090909091,-0.17995018679950187,0.9240506329113924,0.9565217391304348,0.03247110621904237
1883,29,85,8,-77,0.6159420289855072,0.4444444444444444,-0.1714975845410628,0.9857142857142858,0.9473684210526315,-0.03834586466165424
1432,21,87,10,-77,0.6214285714285714,0.47619047619047616,-0.14523809523809528,0.9032258064516129,1.0,0.09677419354838712
144,31,87,10,-77,0.5918367346938775,0.5263157894736842,-0.06552094522019336,0.8647058823529412,0.95,0.08529411764705874
1823,0,88,11,-77,0.5866666666666667,0.55,-0.036666666666666625,0.967741935483871,1.0,0.032258064516129004
1687,13,82,6,-76,0.6721311475409836,0.3333333333333333,-0.33879781420765026,0.8299319727891157,0.9,0.07006802721088434
446,29,82,6,-76,0.5942028985507246,0.3333333333333333,-0.2608695652173913,0.9517241379310345,0.9,-0.051724137931034475
1074,0,85,9,-76,0.7456140350877193,0.5,-0.24561403508771928,0.9421487603305785,0.9473684210526315,0.005219660722053043
1884,18,83,7,-76,0.6434108527131783,0.4117647058823529,-0.2316461468308254,0.9923076923076923,1.0,0.007692307692307665
1639,26,83,7,-76,0.5608108108108109,0.3333333333333333,-0.22747747747747754,0.9801324503311258,0.9545454545454546,-0.02558699578567125
293,16,84,8,-76,0.6,0.4,-0.19999999999999996,0.958904109589041,0.9523809523809523,-0.006523157208088715
371,16,85,9,-76,0.6692913385826772,0.47368421052631576,-0.19560712805636143,0.9844961240310077,0.95,-0.03449612403100777
283,25,87,11,-76,0.71900826446281,0.55,-0.16900826446280992,0.75625,0.8,0.04375000000000007
1976,7,85,9,-76,0.6028368794326241,0.45,-0.15283687943262408,0.9724137931034482,1.0,0.02758620689655178
116,4,86,10,-76,0.581081081081081,0.45454545454545453,-0.1265356265356265,0.9135802469135802,1.0,0.0864197530864198
127,29,80,5,-75,0.5970149253731343,0.2631578947368421,-0.3338570306362922,0.9710144927536232,0.95,-0.021014492753623215
1813,1,83,8,-75,0.7345132743362832,0.47058823529411764,-0.2639250390421656,0.9416666666666667,0.9444444444444444,0.002777777777777768
1281,23,81,6,-75,0.574468085106383,0.3157894736842105,-0.2586786114221725,0.9724137931034482,1.0,0.02758620689655178
435,6,83,8,-75,0.6747967479674797,0.4444444444444444,-0.23035230352303526,0.984,1.0,0.016000000000000014
881,2,82,7,-75,0.6890756302521008,0.4666666666666667,-0.22240896358543416,0.9296875,0.8823529411764706,-0.04733455882352944
849,12,82,7,-75,0.5899280575539568,0.3684210526315789,-0.2215070049223779,0.7988505747126436,0.8260869565217391,0.02723638180909549
1540,25,85,10,-75,0.6692913385826772,0.45454545454545453,-0.21474588403722267,0.8246753246753247,1.0,0.17532467532467533
1918,3,82,7,-75,0.5616438356164384,0.35,-0.2116438356164384,0.954248366013072,0.9090909090909091,-0.045157456922162886
1449,0,84,9,-75,0.6614173228346457,0.45,-0.2114173228346457,0.9548872180451128,1.0,0.045112781954887216
219,9,82,7,-75,0.5774647887323944,0.3684210526315789,-0.20904373610081545,0.9793103448275862,0.8636363636363636,-0.11567398119122252
1149,16,84,9,-75,0.7058823529411765,0.5294117647058824,-0.17647058823529416,0.9596774193548387,0.9444444444444444,-0.015232974910394326
801,20,82,7,-75,0.543046357615894,0.3684210526315789,-0.1746253049843151,0.9869281045751634,0.9047619047619048,-0.08216619981325868
1507,20,83,8,-75,0.564625850340136,0.42105263157894735,-0.14357321876118867,0.930379746835443,0.9047619047619048,-0.025617842073538233
1284,23,87,12,-75,0.6304347826086957,0.5,-0.13043478260869568,0.9928057553956835,0.96,-0.032805755395683533
211,14,86,11,-75,0.6323529411764706,0.55,-0.08235294117647052,0.9714285714285714,0.9523809523809523,-0.01904761904761909
608,11,77,3,-74,0.6637931034482759,0.16666666666666666,-0.4971264367816093,0.9206349206349206,1.0,0.07936507936507942
969,13,76,2,-74,0.5801526717557252,0.13333333333333333,-0.44681933842239185,0.9703703703703703,0.75,-0.22037037037037033
83,28,79,5,-74,0.6583333333333333,0.2777777777777778,-0.38055555555555554,1.0,0.9473684210526315,-0.052631578947368474
1577,20,79,5,-74,0.626984126984127,0.29411764705882354,-0.33286647992530344,0.984375,0.9444444444444444,-0.03993055555555558
1286,2,80,6,-74,0.6956521739130435,0.375,-0.32065217391304346,0.777027027027027,0.7619047619047619,-0.01512226512226511
1911,7,80,6,-74,0.5925925925925926,0.2857142857142857,-0.30687830687830686,0.9782608695652174,1.0,0.021739130434782594
601,1,81,7,-74,0.627906976744186,0.3684210526315789,-0.2594859241126071,0.9347826086956522,1.0,0.06521739130434778
1049,14,81,7,-74,0.5704225352112676,0.35,-0.22042253521126765,0.9659863945578231,0.9090909090909091,-0.05689548546691403
1069,26,81,7,-74,0.5955882352941176,0.3888888888888889,-0.20669934640522875,0.9784172661870504,0.9,-0.07841726618705036
77,21,82,8,-74,0.5899280575539568,0.4,-0.1899280575539568,0.879746835443038,0.9523809523809523,0.07263411693791433
1816,19,84,10,-74,0.7304347826086957,0.5555555555555556,-0.17487922705314007,0.9349593495934959,1.0,0.06504065040650409
934,2,82,8,-74,0.6949152542372882,0.5333333333333333,-0.16158192090395485,0.959349593495935,0.8823529411764706,-0.0769966523194644
1741,28,83,9,-74,0.7094017094017094,0.6,-0.10940170940170946,1.0,0.8823529411764706,-0.11764705882352944
1247,0,82,8,-74,0.5359477124183006,0.4444444444444444,-0.09150326797385622,0.9622641509433962,0.72,-0.24226415094339626
798,30,84,10,-74,0.6,0.5263157894736842,-0.0736842105263158,0.9790209790209791,1.0,0.020979020979020935
273,22,84,10,-74,0.5675675675675675,0.5,-0.06756756756756754,0.8809523809523809,0.9523809523809523,0.0714285714285714
2023,19,85,11,-74,0.5862068965517241,0.5238095238095238,-0.06239737274220025,0.9415584415584416,0.9545454545454546,0.012987012987012991
1246,14,76,3,-73,0.5390070921985816,0.13636363636363635,-0.4026434558349452,0.9657534246575342,0.9565217391304348,-0.00923168552709941
913,11,79,6,-73,0.5851851851851851,0.3,-0.28518518518518515,0.627906976744186,0.8695652173913043,0.24165824064711827
1344,26,80,7,-73,0.6349206349206349,0.35,-0.2849206349206349,1.0,1.0,0.0
760,31,80,7,-73,0.6611570247933884,0.3888888888888889,-0.27226813590449955,0.968,1.0,0.03200000000000003
220,1,81,8,-73,0.6923076923076923,0.42105263157894735,-0.27125506072874495,0.9669421487603306,1.0,0.03305785123966942
893,5,81,8,-73,0.6090225563909775,0.36363636363636365,-0.24538619275461382,0.869281045751634,1.0,0.130718954248366
1270,30,79,6,-73,0.5448275862068965,0.3,-0.24482758620689654,0.9731543624161074,1.0,0.02684563758389258
1587,20,80,7,-73,0.6779661016949152,0.4375,-0.24046610169491522,0.959349593495935,0.9411764705882353,-0.01817312290769968
78,14,81,8,-73,0.7363636363636363,0.5,-0.23636363636363633,0.9401709401709402,1.0,0.05982905982905984
1453,24,80,7,-73,0.5755395683453237,0.3684210526315789,-0.2071185157137448,0.9788732394366197,0.95,-0.02887323943661979
807,31,83,10,-73,0.6484375,0.45454545454545453,-0.19389204545454547,0.7441860465116279,0.8461538461538461,0.10196779964221825
1998,2,82,9,-73,0.6890756302521008,0.5,-0.18907563025210083,0.8561151079136691,0.9473684210526315,0.09125331313896246
1473,31,81,8,-73,0.6,0.42105263157894735,-0.17894736842105263,0.9310344827586207,0.95,0.018965517241379293
1634,13,82,9,-73,0.6212121212121212,0.47368421052631576,-0.14752791068580545,0.9777777777777777,0.95,-0.02777777777777779
362,25,83,10,-73,0.6058394160583942,0.47619047619047616,-0.12964893986791803,0.8896103896103896,0.9130434782608695,0.023433088650479883
1411,26,83,10,-73,0.538961038961039,0.45454545454545453,-0.08441558441558444,0.8461538461538461,0.8461538461538461,0.0
999,28,84,11,-73,0.5675675675675675,0.5238095238095238,-0.04375804375804371,0.9736842105263158,1.0,0.02631578947368418
334,31,86,13,-73,0.6277372262773723,0.6190476190476191,-0.008689607229753205,0.8896103896103896,0.9130434782608695,0.023433088650479883
1356,0,75,3,-72,0.6756756756756757,0.2,-0.47567567567567565,0.9173553719008265,0.9375,0.0201446280991735
633,22,77,5,-72,0.6363636363636364,0.2631578947368421,-0.37320574162679426,0.9166666666666666,0.9047619047619048,-0.011904761904761862
560,1,77,5,-72,0.616,0.2777777777777778,-0.3382222222222222,0.9615384615384616,0.9473684210526315,-0.014170040485830038
2034,5,77,5,-72,0.5923076923076923,0.2631578947368421,-0.3291497975708502,0.8552631578947368,0.8636363636363636,0.00837320574162681
1094,9,77,5,-72,0.5099337748344371,0.23809523809523808,-0.27183853673919905,0.9263803680981595,1.0,0.07361963190184051
820,21,79,7,-72,0.572463768115942,0.30434782608695654,-0.2681159420289855,0.9261744966442953,0.92,-0.006174496644295258
985,18,79,7,-72,0.5939849624060151,0.35,-0.24398496240601508,0.9851851851851852,1.0,0.014814814814814836
604,14,81,9,-72,0.6982758620689655,0.47368421052631576,-0.22459165154264976,0.9830508474576272,1.0,0.016949152542372836
380,9,79,7,-72,0.6583333333333333,0.4375,-0.22083333333333333,0.9523809523809523,0.8888888888888888,-0.06349206349206349
1408,6,79,7,-72,0.6583333333333333,0.4375,-0.22083333333333333,0.96,0.8888888888888888,-0.07111111111111112
129,6,80,8,-72,0.5797101449275363,0.38095238095238093,-0.19875776397515532,0.8961038961038961,0.9545454545454546,0.05844155844155852
1318,16,80,8,-72,0.6201550387596899,0.4444444444444444,-0.1757105943152455,0.9347826086956522,0.9,-0.034782608695652195
103,27,80,8,-72,0.5194805194805194,0.36363636363636365,-0.15584415584415579,0.9112426035502958,0.9565217391304348,0.04527913558013896
322,1,83,11,-72,0.6535433070866141,0.5238095238095238,-0.1297337832770903,0.9921875,1.0,0.0078125
287,23,82,10,-72,0.5734265734265734,0.5,-0.07342657342657344,0.9285714285714286,0.9523809523809523,0.023809523809523725
943,19,82,10,-72,0.5899280575539568,0.5555555555555556,-0.03437250199840125,0.9391891891891891,0.9,-0.03918918918918912
1390,14,82,10,-72,0.6074074074074074,0.5882352941176471,-0.019172113289760317,0.9642857142857143,1.0,0.0357142857142857
64,18,73,2,-71,0.6239316239316239,0.13333333333333333,-0.49059829059829063,0.9915254237288136,0.8823529411764706,-0.10917248255234302
1221,16,75,4,-71,0.6410256410256411,0.2222222222222222,-0.41880341880341887,0.9512195121951219,1.0,0.04878048780487809
473,1,77,6,-71,0.5833333333333334,0.2727272727272727,-0.31060606060606066,0.9705882352941176,0.9565217391304348,-0.014066496163682829
1987,2,78,7,-71,0.6,0.3181818181818182,-0.2818181818181818,0.8496732026143791,0.9565217391304348,0.10684853651605575
1412,28,78,7,-71,0.7155963302752294,0.4375,-0.2780963302752294,0.956140350877193,0.9411764705882353,-0.014963880288957676
1395,9,76,5,-71,0.5205479452054794,0.25,-0.2705479452054794,0.9605263157894737,1.0,0.03947368421052633
888,11,77,6,-71,0.6015625,0.3333333333333333,-0.2682291666666667,0.9078014184397163,0.9473684210526315,0.039567002612915236
464,20,78,7,-71,0.6190476190476191,0.3684210526315789,-0.25062656641604014,0.9692307692307692,1.0,0.03076923076923077
1322,0,78,7,-71,0.639344262295082,0.3888888888888889,-0.2504553734061931,0.9104477611940298,0.8571428571428571,-0.05330490405117272
890,24,77,6,-71,0.5347222222222222,0.2857142857142857,-0.2490079365079365,0.9,0.9545454545454546,0.054545454545454564
394,5,79,8,-71,0.5642857142857143,0.38095238095238093,-0.18333333333333335,0.8588957055214724,0.9545454545454546,0.09564974902398216
1375,2,79,8,-71,0.626984126984127,0.4444444444444444,-0.18253968253968256,0.9,0.8181818181818182,-0.08181818181818179
1627,26,78,7,-71,0.5454545454545454,0.4117647058823529,-0.1336898395721925,0.9930555555555556,0.85,-0.1430555555555556
193,9,79,8,-71,0.5486111111111112,0.42105263157894735,-0.12755847953216382,0.9290322580645162,0.95,0.020967741935483786
1484,17,79,8,-71,0.5448275862068965,0.42105263157894735,-0.12377495462794919,0.9539473684210527,0.9047619047619048,-0.04918546365914789
1492,26,81,10,-71,0.5785714285714286,0.5,-0.07857142857142863,0.9523809523809523,1.0,0.04761904761904767
1406,8,81,10,-71,0.5094339622641509,0.47619047619047616,-0.03324348607367478,0.9464285714285714,0.9545454545454546,0.008116883116883189
289,12,81,10,-71,0.5869565217391305,0.5555555555555556,-0.03140096618357491,0.7976878612716763,0.8571428571428571,0.05945499587118075
210,15,83,12,-71,0.5804195804195804,0.6,0.01958041958041956,0.9662162162162162,0.9523809523809523,-0.0138352638352639
1483,31,77,7,-70,0.77,0.4375,-0.3325,0.9259259259259259,0.9411764705882353,0.015250544662309351
373,23,76,6,-70,0.6440677966101694,0.3333333333333333,-0.3107344632768361,0.9752066115702479,0.9,-0.07520661157024788
917,11,78,8,-70,0.624,0.38095238095238093,-0.24304761904761907,0.9191176470588235,1.0,0.08088235294117652
954,23,78,8,-70,0.6842105263157895,0.4444444444444444,-0.23976608187134507,0.9743589743589743,1.0,0.02564102564102566
1021,28,77,7,-70,0.5789473684210527,0.35,-0.22894736842105268,0.9637681159420289,1.0,0.036231884057971064
248,18,77,7,-70,0.652542372881356,0.4375,-0.21504237288135597,0.9915966386554622,0.9411764705882353,-0.050420168067226934
1997,30,76,6,-70,0.49032258064516127,0.3,-0.19032258064516128,0.9810126582278481,0.9523809523809523,-0.028631705846895783
140,1,78,8,-70,0.5571428571428572,0.4,-0.15714285714285714,0.9790209790209791,1.0,0.020979020979020935
1379,21,76,6,-70,0.5277777777777778,0.375,-0.1527777777777778,0.9171974522292994,0.8421052631578947,-0.07509218907140469
1234,18,76,6,-70,0.4662576687116564,0.3157894736842105,-0.1504681950274459,0.9878787878787879,0.8636363636363636,-0.12424242424242427
110,6,79,9,-70,0.5563380281690141,0.42857142857142855,-0.12776659959758557,0.8930817610062893,0.875,-0.018081761006289332
1931,27,77,7,-70,0.5133333333333333,0.3888888888888889,-0.12444444444444441,0.9615384615384616,0.9473684210526315,-0.014170040485830038
53,12,80,10,-70,0.6201550387596899,0.5,-0.12015503875968991,0.8431372549019608,0.9523809523809523,0.10924369747899154
277,8,80,10,-70,0.6349206349206349,0.5263157894736842,-0.1086048454469507,0.9473684210526315,0.95,0.0026315789473684292
331,21,79,9,-70,0.5486111111111112,0.45,-0.09861111111111115,0.9290322580645162,1.0,0.07096774193548383
198,20,79,9,-70,0.5266666666666666,0.42857142857142855,-0.09809523809523807,0.9316770186335404,0.9545454545454546,0.02286843591191423
823,24,79,9,-70,0.5448275862068965,0.45,-0.09482758620689652,0.9539473684210527,0.9523809523809523,-0.0015664160401003269
1900,30,80,10,-70,0.5,0.45454545454545453,-0.04545454545454547,0.963855421686747,1.0,0.03614457831325302
1399,18,81,11,-70,0.5869565217391305,0.5789473684210527,-0.008009153318077833,0.9787234042553191,0.95,-0.028723404255319163
