variant_id,object_id,z_shift,table_x,table_y,object_mass,attempts,successes,failures,success_rate
1475,12,0.4383299946784973,0.6654455661773682,0.6597326993942261,0.3282783329486847,42,5,37,0.11904761904761904
147,4,0.6646369695663452,0.6832953691482544,0.7644573450088501,0.6104575991630554,42,5,37,0.11904761904761904
572,13,0.43797966837882996,0.5728433728218079,0.6799781918525696,0.7955983281135559,50,6,44,0.12
1134,6,0.47436147928237915,0.5484088659286499,1.0986361503601074,0.6008429527282715,33,4,29,0.12121212121212122
691,25,0.4725506007671356,0.6238200068473816,1.0665733814239502,0.6166799664497375,33,4,29,0.12121212121212122
1260,4,0.6573865413665771,0.5269700288772583,0.6996942758560181,0.24758024513721466,33,4,29,0.12121212121212122
772,23,0.41765496134757996,0.6195469498634338,0.975586473941803,0.43066325783729553,33,4,29,0.12121212121212122
1069,26,0.6013163328170776,0.6784211993217468,0.6135650873184204,0.6118454337120056,41,5,36,0.12195121951219512
606,4,0.7162277698516846,0.6545952558517456,0.9271218180656433,0.6163363456726074,41,5,36,0.12195121951219512
845,4,0.43396058678627014,0.5735502243041992,0.7469308376312256,0.49112093448638916,41,5,36,0.12195121951219512
1825,5,0.6195054650306702,0.525660514831543,1.1463699340820312,0.22582387924194336,41,5,36,0.12195121951219512
730,26,0.7882908582687378,0.6440447568893433,0.660477340221405,0.673042356967926,41,5,36,0.12195121951219512
1484,17,0.5860618948936462,0.5060020089149475,0.7425367832183838,0.6604740023612976,41,5,36,0.12195121951219512
486,4,0.44264504313468933,0.6547895073890686,0.681283712387085,0.20739392936229706,49,6,43,0.12244897959183673
657,6,0.7966036796569824,0.5241798162460327,0.6298126578330994,0.37879788875579834,49,6,43,0.12244897959183673
1844,12,0.5634562969207764,0.5099573731422424,0.9013545513153076,0.7977275252342224,49,6,43,0.12244897959183673
212,4,0.4200950562953949,0.6483525633811951,0.7592859864234924,0.3974553048610687,49,6,43,0.12244897959183673
1540,25,0.6824743747711182,0.5525611042976379,0.9111415147781372,0.3766550123691559,49,6,43,0.12244897959183673
230,12,0.5594165325164795,0.5032820701599121,0.7510237097740173,0.7820035219192505,48,6,42,0.125
1486,17,0.48600485920906067,0.5681458711624146,0.8315736055374146,0.6417820453643799,32,4,28,0.125
1637,27,0.7551332116127014,0.6535651683807373,0.637994647026062,0.7359569668769836,56,7,49,0.125
1505,26,0.5918719172477722,0.6458223462104797,0.7581040859222412,0.5050942301750183,48,6,42,0.125
394,5,0.7986776828765869,0.5931233167648315,1.1798707246780396,0.6284293532371521,40,5,35,0.125
1819,25,0.6650320291519165,0.6267003417015076,1.0429307222366333,0.6788094639778137,48,6,42,0.125
515,27,0.4034577012062073,0.5903618335723877,0.9602867960929871,0.6161485910415649,40,5,35,0.125
1764,25,0.4932943880558014,0.6264997124671936,0.6080973148345947,0.43635284900665283,32,4,28,0.125
352,12,0.5294482707977295,0.5859060287475586,1.0464609861373901,0.2262585461139679,55,7,48,0.12727272727272726
1436,4,0.7978829145431519,0.5900713205337524,0.7996451258659363,0.28280147910118103,55,7,48,0.12727272727272726
1077,6,0.7941718101501465,0.5866532921791077,0.7634426355361938,0.44670581817626953,47,6,41,0.1276595744680851
1909,27,0.6778819561004639,0.6881283521652222,0.9512484669685364,0.6932810544967651,47,6,41,0.1276595744680851
