variant_id,correct_success_count,total_success_count,wrong_success_count
1509,20,58,38
1510,33,54,21
1511,31,70,39
1512,17,55,38
1513,16,56,40
1514,45,73,28
1515,25,53,28
1516,30,68,38
1517,20,70,50
1518,28,65,37
1519,30,58,28
1520,25,58,33
1521,21,62,41
1522,24,57,33
1523,49,64,15
1524,32,61,29
1525,33,73,40
1526,20,60,40
1527,21,64,43
1528,20,70,50
1529,40,64,24
1530,33,67,34
1531,12,61,49
1532,21,59,38
1533,21,59,38
1534,36,62,26
1535,45,74,29
1536,33,61,28
1537,31,66,35
1538,43,66,23
1539,38,72,34
1540,36,59,23
1541,33,70,37
1542,25,46,21
1543,25,58,33
1544,39,55,16
1545,28,68,40
1546,24,47,23
1547,29,59,30
1548,31,64,33
1549,31,69,38
1550,21,51,30
1551,31,61,30
1552,27,58,31
1553,33,68,35
1554,27,50,23
1555,43,69,26
1556,40,68,28
1557,20,64,44
1558,27,64,37
1559,23,60,37
1560,28,61,33
1561,27,46,19
1562,30,66,36
1563,13,65,52
1564,23,55,32
1565,37,62,25
1566,38,67,29
1567,22,49,27
1568,25,70,45
1569,24,54,30
1570,27,49,22
1571,21,55,34
1572,29,62,33
1573,19,54,35
1574,25,63,38
1575,32,74,42
1576,21,62,41
1577,50,61,11
1578,22,65,43
1579,38,70,32
1580,10,54,44
1581,44,64,20
1582,27,72,45
1583,17,53,36
1584,26,54,28
1585,45,64,19
1586,15,58,43
1587,28,56,28
1588,31,62,31
1589,32,74,42
1590,19,66,47
1591,29,63,34
1592,10,63,53
1593,42,64,22
1594,30,64,34
1595,26,58,32
1596,26,58,32
1597,29,60,31
1598,18,61,43
1599,13,61,48
1600,34,63,29
1601,41,66,25
1602,38,55,17
1603,33,65,32
1604,17,52,35
1605,18,59,41
1606,24,67,43
1607,37,64,27
1608,24,56,32
1609,18,66,48
1610,16,65,49
1611,33,55,22
1612,41,68,27
1613,31,57,26
1614,34,61,27
1615,30,73,43
1616,28,61,33
1617,21,72,51
1618,25,65,40
1619,27,56,29
1620,15,58,43
1621,32,55,23
1622,46,68,22
1623,18,58,40
1624,33,51,18
1625,27,60,33
1626,13,57,44
1627,35,68,33
1628,22,63,41
1629,12,55,43
1630,16,56,40
1631,23,61,38
1632,35,66,31
1633,21,66,45
1634,34,59,25
1635,16,53,37
1636,30,62,32
1637,19,67,48
1638,22,48,26
1639,29,68,39
1640,12,59,47
1641,26,61,35
1642,21,68,47
1643,22,66,44
1644,8,51,43
1645,19,64,45
1646,22,59,37
1647,34,62,28
1648,34,69,35
1649,35,68,33
1650,32,63,31
1651,21,64,43
