variant_id,correct_success_count,total_success_count,wrong_success_count
1652,38,75,37
1653,31,56,25
1654,14,68,54
1655,13,62,49
1656,13,70,57
1657,23,58,35
1658,15,58,43
1659,52,65,13
1660,36,56,20
1661,23,64,41
1662,29,61,32
1663,41,57,16
1664,28,63,35
1665,30,70,40
1666,28,55,27
1667,39,64,25
1668,21,64,43
1669,38,71,33
1670,25,44,19
1671,14,63,49
1672,16,61,45
1673,18,60,42
1674,29,61,32
1675,28,59,31
1676,22,70,48
1677,31,62,31
1678,30,62,32
1679,17,57,40
1680,18,56,38
1681,20,56,36
1682,27,73,46
1683,27,63,36
1684,11,55,44
1685,27,62,35
1686,19,59,40
1687,32,58,26
1688,18,65,47
1689,17,61,44
1690,10,46,36
1691,20,64,44
1692,27,61,34
1693,32,59,27
1694,23,56,33
1695,34,49,15
1696,38,65,27
1697,11,42,31
1698,17,54,37
1699,37,67,30
1700,27,52,25
1701,31,62,31
1702,30,67,37
1703,17,60,43
1704,30,54,24
1705,30,69,39
1706,30,66,36
1707,46,66,20
1708,21,64,43
1709,31,68,37
1710,44,64,20
1711,26,60,34
1712,45,69,24
1713,10,63,53
1714,19,57,38
1715,30,61,31
1716,19,57,38
1717,20,58,38
1718,13,60,47
1719,11,52,41
1720,20,64,44
1721,15,60,45
1722,21,66,45
1723,24,51,27
1724,55,71,16
1725,37,68,31
1726,15,55,40
1727,20,54,34
1728,7,61,54
1729,14,55,41
1730,22,57,35
1731,28,59,31
1732,32,64,32
1733,24,57,33
1734,29,66,37
1735,35,61,26
1736,10,61,51
1737,33,57,24
1738,13,65,52
1739,31,60,29
1740,24,67,43
1741,37,56,19
1742,29,61,32
1743,16,57,41
1744,30,57,27
1745,24,66,42
1746,25,66,41
1747,15,68,53
1748,22,60,38
1749,36,69,33
1750,12,62,50
1751,29,61,32
1752,39,66,27
1753,24,70,46
1754,22,58,36
1755,32,55,23
1756,28,55,27
1757,22,65,43
1758,27,56,29
1759,29,68,39
1760,22,65,43
1761,32,62,30
1762,23,52,29
1763,41,72,31
1764,22,59,37
1765,23,50,27
1766,7,55,48
1767,27,60,33
1768,10,54,44
1769,20,67,47
1770,31,68,37
1771,10,63,53
1772,16,52,36
1773,21,59,38
1774,27,64,37
1775,29,60,31
1776,35,64,29
1777,19,59,40
1778,22,69,47
1779,18,59,41
1780,17,62,45
1781,29,68,39
1782,33,49,16
1783,24,61,37
1784,32,76,44
1785,20,45,25
1786,40,62,22
1787,21,58,37
1788,16,63,47
1789,25,59,34
1790,23,58,35
1791,24,67,43
1792,11,59,48
1793,17,66,49
1794,20,58,38
1795,28,63,35
1796,32,61,29
1797,21,57,36
1798,24,64,40
1799,27,61,34
1800,41,73,32
1801,46,67,21
1802,26,58,32
1803,28,71,43
1804,24,53,29
1805,34,67,33
1806,31,68,37
1807,13,68,55
1808,17,65,48
1809,40,64,24
1810,26,67,41
1811,31,53,22
1812,23,65,42
1813,30,49,19
1814,31,72,41
1815,22,55,33
1816,40,59,19
1817,29,61,32
1818,33,65,32
1819,13,61,48
1820,31,61,30
1821,29,68,39
1822,27,61,34
1823,37,63,26
1824,30,56,26
1825,22,63,41
1826,33,59,26
1827,17,65,48
1828,26,70,44
1829,14,53,39
1830,36,73,37
1831,32,54,22
1832,39,57,18
1833,34,63,29
1834,14,49,35
1835,39,62,23
1836,32,61,29
1837,13,62,49
1838,37,63,26
1839,17,51,34
1840,25,62,37
1841,43,53,10
1842,18,69,51
1843,17,55,38
1844,18,61,43
1845,33,71,38
1846,26,47,21
1847,18,61,43
1848,15,58,43
1849,25,70,45
1850,24,70,46
1851,18,52,34
1852,30,65,35
1853,16,72,56
1854,23,59,36
1855,30,63,33
1856,16,56,40
1857,18,55,37
1858,25,73,48
1859,29,64,35
1860,18,65,47
1861,26,65,39
1862,23,50,27
1863,31,51,20
1864,47,63,16
1865,11,54,43
1866,17,56,39
1867,26,60,34
1868,20,73,53
1869,12,53,41
1870,26,54,28
1871,12,51,39
1872,29,53,24
1873,25,63,38
1874,23,64,41
1875,43,70,27
1876,32,57,25
1877,19,61,42
1878,28,78,50
1879,19,58,39
1880,37,74,37
1881,20,67,47
1882,24,54,30
1883,41,67,26
1884,28,60,32
1885,35,59,24
1886,19,51,32
1887,24,53,29
1888,38,57,19
1889,23,58,35
1890,28,68,40
1891,36,60,24
1892,38,66,28
1893,31,66,35
1894,43,63,20
1895,18,60,42
1896,25,62,37
1897,25,56,31
1898,30,59,29
1899,30,70,40
1900,26,70,44
1901,30,68,38
1902,30,61,31
1903,34,63,29
1904,43,67,24
1905,15,65,50
1906,26,49,23
1907,29,69,40
1908,21,53,32
1909,30,66,36
1910,39,55,16
1911,39,69,30
1912,22,58,36
1913,19,64,45
1914,15,54,39
1915,27,64,37
1916,25,66,41
1917,24,59,35
1918,49,71,22
1919,29,66,37
1920,25,55,30
1921,12,50,38
1922,24,66,42
1923,18,53,35
1924,14,53,39
1925,9,53,44
1926,15,49,34
1927,42,67,25
1928,26,54,28
1929,26,67,41
1930,17,49,32
1931,53,74,21
1932,35,61,26
1933,29,61,32
1934,21,63,42
1935,15,69,54
1936,34,64,30
1937,27,61,34
1938,26,59,33
1939,20,56,36
1940,24,55,31
1941,33,57,24
1942,45,63,18
1943,25,69,44
1944,32,68,36
1945,33,61,28
1946,16,64,48
1947,38,48,10
1948,26,72,46
1949,27,59,32
1950,32,55,23
1951,22,57,35
1952,15,59,44
1953,23,65,42
1954,29,54,25
1955,19,56,37
1956,14,53,39
1957,22,71,49
1958,41,65,24
1959,15,73,58
1960,21,67,46
1961,38,69,31
1962,20,61,41
1963,30,52,22
1964,15,58,43
1965,37,61,24
1966,47,71,24
1967,37,62,25
1968,34,62,28
1969,26,67,41
1970,38,56,18
1971,22,61,39
1972,41,65,24
1973,32,64,32
1974,21,60,39
1975,23,59,36
1976,40,67,27
1977,11,71,60
1978,41,67,26
1979,39,56,17
1980,34,50,16
1981,23,61,38
1982,38,71,33
1983,33,54,21
1984,16,50,34
1985,24,38,14
1986,8,60,52
1987,34,64,30
1988,30,63,33
1989,35,69,34
1990,23,66,43
1991,37,66,29
1992,27,69,42
1993,32,56,24
1994,17,52,35
1995,14,70,56
1996,25,62,37
1997,25,72,47
1998,41,59,18
1999,15,53,38
2000,30,62,32
2001,21,63,42
2002,38,64,26
2003,22,64,42
2004,20,58,38
2005,16,63,47
2006,37,61,24
2007,24,68,44
2008,19,56,37
2009,29,62,33
2010,8,61,53
2011,30,55,25
2012,25,72,47
2013,29,57,28
2014,17,63,46
2015,16,60,44
2016,28,66,38
2017,31,61,30
2018,24,60,36
2019,35,56,21
2020,21,69,48
2021,32,61,29
2022,24,59,35
2023,47,68,21
2024,27,63,36
2025,23,58,35
2026,18,51,33
2027,30,62,32
2028,23,57,34
2029,24,59,35
2030,23,56,33
2031,19,64,45
2032,27,67,40
2033,36,56,20
2034,29,62,33
2035,17,66,49
2036,20,59,39
2037,32,66,34
2038,31,56,25
2039,17,49,32
2040,20,60,40
2041,32,50,18
2042,14,53,39
2043,21,65,44
2044,31,62,31
2045,23,48,25
2046,27,52,25
2047,18,54,36
