variant_id,correct_success_count,total_success_count,wrong_success_count
1655,43,70,27
1656,5,36,31
1657,19,60,41
1658,12,58,46
1659,33,68,35
1660,36,68,32
1661,16,63,47
1662,37,66,29
1663,36,81,45
1664,9,49,40
1665,39,72,33
1666,39,66,27
1667,38,68,30
1668,37,69,32
1669,22,59,37
1670,27,64,37
1671,21,61,40
1672,35,71,36
1673,27,59,32
1674,10,47,37
1675,33,69,36
1676,17,46,29
1677,23,60,37
1678,18,51,33
1679,42,74,32
1680,25,65,40
1681,35,70,35
1682,13,43,30
1683,23,62,39
1684,12,44,32
1685,36,58,22
1686,32,74,42
1687,5,53,48
1688,13,55,42
1689,19,63,44
1690,42,71,29
1691,17,39,22
1692,39,65,26
1693,29,73,44
1694,41,84,43
1695,21,59,38
1696,20,55,35
1697,17,61,44
1698,11,56,45
1699,32,66,34
1700,27,58,31
1701,31,75,44
1702,25,56,31
1703,33,67,34
1704,30,71,41
1705,24,64,40
1706,32,62,30
1707,43,65,22
1708,14,50,36
1709,23,59,36
1710,42,71,29
1711,13,44,31
1712,16,52,36
1713,35,66,31
1714,13,57,44
1715,15,56,41
1716,3,42,39
1717,30,70,40
1718,36,67,31
1719,11,61,50
1720,28,58,30
1721,39,67,28
1722,38,72,34
1723,31,72,41
1724,42,69,27
1725,18,60,42
1726,24,53,29
1727,25,60,35
1728,26,63,37
1729,19,60,41
1730,17,49,32
1731,12,53,41
1732,37,69,32
1733,35,78,43
1734,27,60,33
1735,33,69,36
1736,47,76,29
1737,28,61,33
1738,33,70,37
1739,22,47,25
1740,44,70,26
1741,39,70,31
1742,13,46,33
1743,39,63,24
1744,20,59,39
1745,32,71,39
1746,31,75,44
1747,23,63,40
1748,32,66,34
1749,21,51,30
1750,33,64,31
1751,14,54,40
1752,21,66,45
1753,41,71,30
1754,12,49,37
1755,30,69,39
1756,32,73,41
1757,32,68,36
1758,14,48,34
1759,29,66,37
1760,26,51,25
1761,29,64,35
1762,7,42,35
1763,7,48,41
1764,9,46,37
1765,38,73,35
1766,20,53,33
1767,39,73,34
1768,20,48,28
1769,33,61,28
1770,23,53,30
1771,19,63,44
1772,30,61,31
1773,16,47,31
1774,25,65,40
1775,30,55,25
1776,28,71,43
1777,33,65,32
1778,18,48,30
1779,11,47,36
1780,16,54,38
1781,19,64,45
1782,15,60,45
1783,25,65,40
1784,37,67,30
1785,39,68,29
1786,38,62,24
1787,24,56,32
1788,27,60,33
1789,20,59,39
1790,27,66,39
1791,18,60,42
1792,45,78,33
1793,23,52,29
1794,26,61,35
1795,20,57,37
1796,13,48,35
1797,33,57,24
1798,22,54,32
1799,28,63,35
1800,25,65,40
1801,30,60,30
1802,32,73,41
1803,39,72,33
1804,18,51,33
1805,12,51,39
1806,19,54,35
1807,25,67,42
1808,41,69,28
1809,17,57,40
1810,16,55,39
1811,39,60,21
1812,35,65,30
1813,23,65,42
1814,40,63,23
1815,23,60,37
1816,29,59,30
1817,6,51,45
1818,15,50,35
1819,13,51,38
1820,26,51,25
1821,41,68,27
1822,43,65,22
1823,30,64,34
1824,12,48,36
1825,17,50,33
1826,33,61,28
1827,20,53,33
1828,27,56,29
1829,34,68,34
1830,26,63,37
1831,26,66,40
1832,24,59,35
1833,18,55,37
1834,32,75,43
1835,23,53,30
1836,39,69,30
1837,37,67,30
1838,26,75,49
1839,34,68,34
1840,44,72,28
1841,37,75,38
1842,33,69,36
1843,26,60,34
1844,11,50,39
1845,38,75,37
1846,22,46,24
1847,12,55,43
1848,27,62,35
1849,28,59,31
1850,14,58,44
1851,29,70,41
1852,41,72,31
1853,36,80,44
1854,14,44,30
1855,10,47,37
1856,13,47,34
1857,20,58,38
1858,42,77,35
1859,39,71,32
1860,31,77,46
1861,21,54,33
1862,9,49,40
1863,14,57,43
1864,15,54,39
1865,33,71,38
1866,25,44,19
1867,12,54,42
1868,10,45,35
1869,25,54,29
1870,28,64,36
1871,13,50,37
1872,17,57,40
1873,41,66,25
1874,24,70,46
1875,26,66,40
1876,15,52,37
1877,40,71,31
1878,34,60,26
1879,12,53,41
1880,28,60,32
1881,31,60,29
1882,24,63,39
1883,31,65,34
1884,37,67,30
1885,19,63,44
1886,14,54,40
1887,29,69,40
1888,46,73,27
1889,31,65,34
1890,40,67,27
1891,21,74,53
1892,38,70,32
1893,27,61,34
1894,15,50,35
1895,45,68,23
1896,28,61,33
1897,32,61,29
1898,25,58,33
1899,44,71,27
1900,27,60,33
1901,18,61,43
1902,40,67,27
1903,19,56,37
1904,27,66,39
1905,40,68,28
1906,13,57,44
1907,26,63,37
1908,21,63,42
1909,14,49,35
1910,42,77,35
1911,27,56,29
1912,47,77,30
1913,34,63,29
1914,33,68,35
1915,30,64,34
1916,20,61,41
1917,43,75,32
1918,33,73,40
1919,31,60,29
1920,38,64,26
1921,17,59,42
1922,23,49,26
1923,33,70,37
1924,17,58,41
1925,28,61,33
1926,35,67,32
1927,17,49,32
1928,24,66,42
1929,44,76,32
1930,38,74,36
1931,17,50,33
1932,48,80,32
1933,19,53,34
1934,41,70,29
1935,29,67,38
1936,22,55,33
1937,31,62,31
1938,37,61,24
1939,13,58,45
1940,34,72,38
1941,35,62,27
1942,18,46,28
1943,33,60,27
1944,39,66,27
1945,33,71,38
1946,26,59,33
1947,30,62,32
1948,15,50,35
1949,42,75,33
1950,22,68,46
1951,32,79,47
1952,18,60,42
1953,33,72,39
1954,32,71,39
1955,18,62,44
1956,29,63,34
1957,35,64,29
1958,26,65,39
1959,37,76,39
1960,36,62,26
1961,38,68,30
1962,10,58,48
1963,26,55,29
1964,34,67,33
1965,33,67,34
1966,15,45,30
1967,31,61,30
1968,16,54,38
1969,36,71,35
1970,45,74,29
1971,27,61,34
1972,21,57,36
1973,25,62,37
1974,37,62,25
1975,21,58,37
1976,32,63,31
1977,33,75,42
1978,21,51,30
1979,18,58,40
1980,16,58,42
1981,33,61,28
1982,34,69,35
1983,19,61,42
1984,34,75,41
1985,14,56,42
1986,10,53,43
1987,14,55,41
1988,8,52,44
1989,28,70,42
1990,39,69,30
1991,42,69,27
1992,13,50,37
1993,32,63,31
1994,36,67,31
1995,10,46,36
1996,48,82,34
1997,28,68,40
1998,17,50,33
1999,35,67,32
2000,22,61,39
2001,22,69,47
2002,25,52,27
2003,6,43,37
2004,19,53,34
2005,14,52,38
2006,38,73,35
2007,28,69,41
2008,12,52,40
2009,30,68,38
2010,4,38,34
2011,21,54,33
2012,16,64,48
2013,41,74,33
2014,42,74,32
2015,15,48,33
2016,23,57,34
2017,31,55,24
2018,32,67,35
2019,40,83,43
2020,32,70,38
2021,28,68,40
2022,40,68,28
2023,41,70,29
2024,14,48,34
2025,31,71,40
2026,11,53,42
2027,35,75,40
2028,37,65,28
2029,41,72,31
2030,19,52,33
2031,37,61,24
2032,32,67,35
2033,46,69,23
2034,14,51,37
2035,17,49,32
2036,30,71,41
2037,24,69,45
2038,21,53,32
2039,11,42,31
2040,39,67,28
2041,20,62,42
2042,35,75,40
2043,19,50,31
2044,8,44,36
2045,14,51,37
2046,38,69,31
2047,30,63,33
