variant_id,correct_success_count,total_success_count,wrong_success_count
970,12,62,50
971,28,55,27
972,27,70,43
973,19,54,35
974,8,48,40
975,7,41,34
976,16,59,43
977,20,59,39
978,10,61,51
979,25,69,44
980,22,66,44
981,2,47,45
982,15,54,39
983,6,59,53
984,19,62,43
985,21,50,29
986,20,60,40
987,18,52,34
988,13,53,40
989,20,66,46
990,22,53,31
991,6,35,29
992,11,54,43
993,20,63,43
994,5,52,47
995,14,55,41
996,25,67,42
997,40,70,30
998,27,55,28
999,17,52,35
1000,7,51,44
1001,23,52,29
1002,2,42,40
1003,8,44,36
1004,32,67,35
1005,12,57,45
1006,15,51,36
1007,6,51,45
1008,11,51,40
1009,22,61,39
1010,13,54,41
1011,4,41,37
1012,21,60,39
1013,8,35,27
1014,27,60,33
1015,20,62,42
1016,12,50,38
1017,29,59,30
1018,19,51,32
1019,28,67,39
1020,4,58,54
1021,24,59,35
1022,21,61,40
1023,8,36,28
1024,17,63,46
1025,1,50,49
1026,3,56,53
1027,32,73,41
1028,11,52,41
1029,27,77,50
1030,27,62,35
1031,13,50,37
1032,1,45,44
1033,18,58,40
1034,18,58,40
1035,15,55,40
1036,7,48,41
1037,17,54,37
1038,11,51,40
1039,21,53,32
1040,22,52,30
1041,20,45,25
1042,22,63,41
1043,4,44,40
1044,2,41,39
1045,22,52,30
1046,6,32,26
1047,25,58,33
1048,21,64,43
1049,23,63,40
1050,11,46,35
1051,2,55,53
1052,1,34,33
1053,28,68,40
1054,7,64,57
1055,7,38,31
1056,8,46,38
1057,19,57,38
1058,6,59,53
1059,10,43,33
1060,11,57,46
1061,14,46,32
1062,6,47,41
1063,9,45,36
1064,2,51,49
1065,7,57,50
1066,11,55,44
1067,24,45,21
1068,26,62,36
1069,8,48,40
1070,4,66,62
1071,20,54,34
1072,19,58,39
1073,10,45,35
1074,20,50,30
1075,5,49,44
1076,8,58,50
1077,3,46,43
1078,14,60,46
1079,5,38,33
1080,16,37,21
1081,10,54,44
1082,23,59,36
1083,5,41,36
1084,15,59,44
1085,26,61,35
1086,27,63,36
1087,20,56,36
1088,27,66,39
1089,25,61,36
1090,22,67,45
1091,17,51,34
1092,8,63,55
1093,4,43,39
1094,12,47,35
1095,9,45,36
1096,12,51,39
1097,9,49,40
1098,19,50,31
1099,6,47,41
1100,21,54,33
1101,14,44,30
1102,31,66,35
1103,10,60,50
1104,13,59,46
1105,9,52,43
1106,12,46,34
1107,13,57,44
1108,26,66,40
1109,18,54,36
1110,23,57,34
1111,29,58,29
1112,8,39,31
1113,18,51,33
1114,19,60,41
1115,17,50,33
1116,17,44,27
1117,30,67,37
1118,22,62,40
1119,5,57,52
1120,14,37,23
1121,26,58,32
1122,21,53,32
1123,9,54,45
1124,23,54,31
1125,6,51,45
1126,21,53,32
1127,21,63,42
1128,28,66,38
1129,12,55,43
1130,17,59,42
1131,11,40,29
1132,28,64,36
1133,6,43,37
1134,10,42,32
1135,32,71,39
1136,21,50,29
1137,1,45,44
1138,24,57,33
1139,7,39,32
1140,24,58,34
1141,5,37,32
1142,10,58,48
1143,22,61,39
1144,8,42,34
1145,29,60,31
1146,9,54,45
1147,7,49,42
1148,21,46,25
1149,23,55,32
1150,37,60,23
1151,25,62,37
1152,19,65,46
1153,8,46,38
1154,20,51,31
1155,5,56,51
1156,21,57,36
1157,18,65,47
1158,24,59,35
1159,20,52,32
1160,11,51,40
1161,7,42,35
1162,17,55,38
1163,15,62,47
1164,30,70,40
1165,2,49,47
1166,27,61,34
1167,10,49,39
1168,8,42,34
1169,21,64,43
1170,4,51,47
1171,9,49,40
1172,16,41,25
1173,22,64,42
1174,26,64,38
1175,19,63,44
1176,5,43,38
1177,28,58,30
1178,13,58,45
1179,5,55,50
1180,20,67,47
1181,19,61,42
1182,14,63,49
1183,6,40,34
1184,10,39,29
1185,24,46,22
1186,12,60,48
1187,24,65,41
1188,22,62,40
1189,13,65,52
1190,19,58,39
1191,18,58,40
1192,15,53,38
1193,29,61,32
1194,16,61,45
1195,16,60,44
1196,7,51,44
1197,18,62,44
1198,7,51,44
1199,3,49,46
1200,15,44,29
1201,14,42,28
1202,10,51,41
1203,28,58,30
1204,11,53,42
1205,4,51,47
1206,10,57,47
1207,14,63,49
1208,31,64,33
1209,24,54,30
1210,24,50,26
1211,3,46,43
