variant_id,mixed_success_correct,correct_success,mixed_failure_correct,correct_failure
1347,24,18,19,15
1348,12,17,16,14
1349,24,17,8,10
1350,19,16,16,16
1351,19,18,33,25
1352,35,28,3,6
1353,22,16,7,15
1354,17,23,10,6
1355,15,11,20,24
1356,27,18,6,5
1357,17,18,23,16
1358,29,22,8,17
1359,1,3,45,31
1360,15,16,27,14
1361,21,17,9,9
1362,16,15,12,10
1363,17,19,29,22
1364,15,13,13,13
1365,17,18,9,6
1366,24,19,10,7
1367,5,8,39,28
1368,22,20,12,9
1369,12,11,27,28
1370,8,10,28,34
1371,4,4,41,40
1372,22,18,12,10
1373,17,8,21,25
1374,15,18,14,11
1375,6,8,32,38
1376,5,4,41,32
1377,10,12,24,18
1378,8,7,32,41
1379,18,13,29,25
1380,30,24,9,7
1381,19,9,22,26
1382,14,14,28,27
1383,19,13,12,8
1384,25,23,3,9
1385,28,21,15,12
1386,16,16,24,26
1387,3,5,34,25
1388,12,12,23,34
1389,12,19,27,22
1390,29,24,8,6
1391,24,28,5,8
1392,1,4,41,40
1393,8,10,36,49
1394,3,8,33,37
1395,16,12,25,25
1396,2,3,45,33
1397,19,18,17,11
1398,26,22,4,9
1399,22,14,10,15
1400,4,2,41,37
1401,30,20,8,7
1402,10,10,14,12
1403,16,15,25,27
1404,25,24,2,7
1405,14,8,19,27
1406,15,14,18,15
1407,23,21,9,7
1408,8,7,32,36
1409,3,7,28,34
1410,9,6,27,32
1411,5,4,38,34
1412,27,21,6,11
1413,5,10,44,44
1414,22,22,23,16
1415,9,8,36,34
1416,23,20,6,4
1417,31,25,9,3
1418,25,21,17,9
1419,6,5,34,33
1420,12,17,8,7
1421,6,2,40,32
1422,14,17,19,21
1423,20,17,12,13
1424,4,5,36,42
1425,20,24,6,5
1426,24,20,14,21
1427,8,7,30,24
1428,10,10,40,39
1429,9,7,28,41
1430,13,8,27,34
1431,6,6,35,44
1432,21,18,21,29
1433,7,4,47,31
1434,23,25,5,10
1435,9,10,30,36
1436,1,7,42,48
1437,4,8,32,31
1438,5,8,40,35
1439,23,23,2,8
1440,25,21,25,19
1441,8,8,35,38
1442,22,16,12,14
1443,8,6,36,39
1444,28,30,5,2
1445,11,14,16,15
1446,27,14,2,14
1447,14,15,14,25
1448,12,16,26,28
1449,31,17,5,6
1450,23,15,8,9
1451,21,26,10,7
1452,8,15,15,21
1453,14,17,17,13
1454,13,16,30,13
1455,23,19,23,25
1456,4,2,40,37
1457,26,21,10,6
1458,5,7,20,37
1459,13,8,34,26
1460,6,6,25,31
1461,25,28,12,5
1462,16,15,23,18
1463,2,5,45,42
1464,37,28,9,7
1465,1,3,38,56
1466,10,10,32,33
1467,11,11,26,22
1468,10,3,27,30
1469,23,19,17,6
1470,10,13,20,28
1471,32,20,3,5
1472,7,3,36,41
1473,17,12,20,20
1474,19,16,12,14
1475,2,5,38,36
1476,20,20,11,12
1477,5,13,33,33
1478,8,6,35,36
1479,14,19,15,10
1480,3,9,31,35
1481,13,16,25,28
1482,4,7,42,42
1483,13,10,25,17
1484,10,5,24,34
1485,9,15,27,30
1486,5,4,37,28
1487,25,20,7,5
1488,6,11,17,42
1489,10,3,44,44
1490,15,11,23,21
1491,15,19,15,11
1492,9,10,32,34
1493,14,11,19,26
1494,21,25,6,11
1495,12,8,12,36
1496,27,24,5,9
1497,26,25,17,8
1498,6,5,34,28
1499,17,15,26,26
1500,18,16,15,17
1501,15,17,21,17
1502,1,3,41,34
1503,28,23,5,7
1504,25,23,8,6
1505,12,6,41,41
1506,23,16,5,6
1507,17,19,10,7
1508,22,18,8,6
1509,25,21,29,24
1510,9,8,30,29
1511,25,22,15,15
1512,3,11,26,24
1513,6,9,41,38
1514,23,20,10,6
1515,27,18,10,11
1516,3,4,41,42
1517,23,9,8,13
1518,7,10,17,34
1519,28,21,6,5
1520,21,22,17,8
1521,15,17,14,12
1522,10,14,21,7
1523,24,20,12,10
1524,17,16,20,23
1525,19,23,14,8
1526,23,19,12,12
1527,3,8,37,44
1528,20,19,7,2
1529,24,24,6,4
1530,20,22,12,18
1531,3,7,34,35
1532,5,5,33,46
1533,3,4,38,38
1534,22,20,6,6
1535,19,24,17,13
1536,17,12,20,25
1537,26,26,9,5
1538,22,25,7,10
1539,19,21,10,19
1540,3,6,35,43
1541,10,14,18,20
1542,24,30,6,4
1543,4,7,44,40
1544,4,6,37,33
1545,4,2,50,43
1546,5,7,34,29
1547,8,11,35,35
1548,12,10,39,38
1549,25,21,6,8
1550,14,10,35,17
1551,10,15,25,25
1552,15,14,28,25
1553,18,22,17,16
1554,7,12,25,41
1555,24,22,23,11
1556,21,17,24,27
1557,4,10,31,29
1558,4,13,31,28
1559,11,8,27,34
1560,9,5,33,40
1561,12,12,28,25
1562,9,9,23,26
1563,18,26,13,4
1564,8,14,34,25
1565,28,17,25,29
1566,0,6,35,29
1567,13,14,37,28
1568,14,15,25,20
1569,8,6,21,31
1570,26,25,14,10
1571,6,4,39,33
1572,16,19,6,5
1573,18,15,29,31
1574,3,4,34,30
1575,18,26,13,3
1576,22,19,23,15
1577,29,26,8,6
1578,13,13,31,33
1579,5,6,37,28
1580,15,19,12,3
1581,31,27,10,7
1582,9,11,28,22
1583,25,20,19,16
1584,20,20,7,8
1585,16,19,21,24
1586,11,13,26,33
1587,29,26,2,4
1588,2,7,43,38
1589,19,17,12,17
1590,6,7,32,37
1591,26,19,9,6
1592,2,8,34,39
1593,12,9,28,24
1594,9,10,26,32
1595,15,22,13,15
1596,4,7,34,28
1597,23,19,10,12
1598,1,3,32,38
1599,13,9,31,31
1600,7,8,28,31
1601,11,10,27,35
1602,24,24,11,7
1603,21,20,15,7
1604,9,8,23,19
1605,7,9,25,42
1606,16,16,20,11
1607,14,16,16,26
1608,19,15,9,11
1609,14,13,30,25
1610,21,21,3,4
1611,29,24,3,7
1612,34,20,15,13
1613,24,22,10,8
1614,22,10,10,12
1615,15,14,22,16
1616,9,4,37,37
1617,16,19,9,9
1618,25,19,6,7
1619,24,20,6,3
1620,6,2,40,36
1621,8,5,31,27
1622,24,18,10,8
1623,10,7,33,44
1624,4,4,38,46
1625,21,18,13,14
1626,8,9,34,38
1627,6,7,41,34
1628,15,9,25,37
1629,4,1,35,55
1630,14,13,32,21
1631,15,17,36,34
1632,32,23,5,9
1633,12,5,30,40
1634,7,4,32,59
1635,16,22,7,8
1636,11,6,30,35
1637,6,7,33,49
1638,14,7,30,32
1639,2,6,41,34
1640,5,8,34,30
1641,14,9,22,27
1642,12,13,19,16
1643,19,24,7,9
1644,3,1,34,48
1645,37,27,6,1
1646,19,20,16,16
1647,19,17,10,11
1648,27,24,10,9
1649,18,11,7,9
1650,6,7,33,27
1651,22,14,8,11
1652,29,24,5,5
1653,6,8,40,37
1654,11,8,27,35
1655,34,24,11,9
1656,5,10,47,48
1657,11,9,29,21
1658,9,9,30,43
1659,18,18,17,14
1660,25,16,15,13
1661,1,3,29,33
1662,23,13,5,12
1663,20,26,7,4
1664,6,4,31,30
1665,27,20,12,14
1666,33,22,3,6
1667,15,23,12,9
1668,18,21,13,8
1669,20,15,24,28
1670,16,14,18,17
1671,3,9,27,35
1672,17,23,15,12
1673,3,10,30,27
1674,5,3,30,40
1675,27,29,11,2
1676,7,13,32,27
1677,7,7,27,36
1678,6,5,34,43
1679,30,19,8,5
1680,8,9,34,32
1681,30,21,14,14
1682,6,10,32,32
1683,16,17,27,30
1684,2,4,34,51
1685,19,19,9,7
1686,23,17,23,17
1687,11,8,36,49
1688,10,10,30,29
1689,18,15,25,29
1690,29,24,9,5
1691,8,5,32,34
1692,16,19,20,15
1693,24,21,7,7
1694,31,17,10,12
1695,10,11,24,30
1696,14,10,27,30
1697,8,8,21,16
1698,7,6,47,46
1699,21,17,21,22
1700,8,7,28,15
1701,21,27,8,7
1702,16,19,18,27
1703,10,12,23,18
1704,18,15,18,13
1705,15,19,18,23
1706,14,22,13,6
1707,22,23,8,11
1708,3,8,36,40
1709,13,14,26,23
1710,20,20,14,16
1711,8,10,26,40
1712,8,6,34,34
1713,33,25,15,6
1714,5,8,33,31
1715,4,6,33,28
1716,3,4,35,32
1717,18,14,20,26
1718,28,23,9,8
1719,3,9,38,45
1720,21,12,11,19
1721,22,17,10,10
1722,29,20,8,15
1723,27,25,4,9
1724,31,25,11,2
1725,11,6,34,36
1726,5,8,31,27
1727,15,14,29,25
1728,18,15,23,20
1729,4,7,33,38
1730,3,6,38,37
1731,8,6,25,29
1732,20,20,11,7
1733,20,18,14,14
1734,22,25,14,10
1735,18,10,16,9
1736,24,26,8,5
1737,25,16,6,12
1738,24,19,13,15
1739,9,4,35,39
1740,15,18,6,6
1741,23,23,12,6
1742,5,5,47,45
1743,16,19,6,10
1744,8,3,21,31
1745,8,15,18,10
1746,28,24,5,5
1747,15,12,12,12
1748,17,17,16,11
1749,7,12,28,24
1750,29,18,6,9
1751,10,10,25,32
1752,7,20,28,19
1753,19,14,15,15
1754,8,7,36,23
1755,14,7,23,30
1756,22,17,23,16
1757,25,17,12,13
1758,17,15,30,22
1759,6,14,16,13
1760,11,11,22,37
1761,17,14,14,8
1762,1,3,27,41
1763,5,5,47,40
1764,7,4,33,28
1765,20,19,14,8
1766,9,2,31,42
1767,26,23,7,8
1768,5,12,35,23
1769,18,17,21,23
1770,24,16,13,19
1771,9,6,34,35
1772,20,20,9,9
1773,14,5,27,26
1774,16,19,25,23
1775,17,16,14,13
1776,14,17,15,12
1777,18,16,18,19
1778,11,12,28,27
1779,3,5,36,47
1780,8,6,27,38
1781,19,12,25,28
1782,11,18,28,23
1783,18,22,17,18
1784,18,19,20,19
1785,25,20,16,13
1786,21,24,11,3
1787,7,6,36,26
1788,20,24,10,1
1789,16,9,30,18
1790,18,18,11,15
1791,13,10,36,31
1792,29,27,7,3
1793,19,11,24,22
1794,14,16,25,15
1795,9,9,19,38
1796,4,13,35,40
1797,21,25,6,4
1798,8,10,35,32
1799,17,19,22,22
1800,28,17,12,24
1801,18,19,11,12
1802,18,19,12,12
1803,26,25,8,13
1804,12,10,35,35
1805,7,8,32,35
1806,7,12,34,32
1807,14,9,20,26
1808,27,17,15,12
1809,22,16,17,30
1810,13,8,22,29
1811,18,18,18,12
1812,22,23,10,7
1813,13,19,21,19
1814,15,16,9,8
1815,22,26,8,7
1816,31,22,8,9
1817,8,5,34,49
1818,17,17,24,22
1819,2,6,35,42
1820,6,8,34,25
1821,25,25,12,5
1822,24,24,8,8
1823,18,18,14,5
1824,9,4,31,36
1825,9,5,34,35
1826,18,23,27,20
1827,9,5,30,28
1828,19,19,9,4
1829,28,18,15,18
1830,24,23,15,16
1831,18,21,16,9
1832,13,14,21,30
1833,5,6,25,30
1834,24,26,9,4
1835,5,13,34,32
1836,25,21,3,7
1837,25,25,11,8
1838,8,13,32,35
1839,23,17,10,9
1840,22,20,5,10
1841,31,22,8,5
1842,18,21,13,19
1843,16,15,24,20
1844,2,6,46,43
1845,27,20,12,8
1846,10,5,37,39
1847,5,7,41,29
1848,25,18,16,17
1849,18,17,18,15
1850,3,6,33,29
1851,31,24,18,10
1852,27,21,8,9
1853,26,28,8,2
1854,9,9,28,28
1855,2,1,35,50
1856,12,8,34,38
1857,8,11,21,21
1858,16,20,7,7
1859,22,18,14,12
1860,24,19,15,11
1861,9,14,16,20
1862,5,1,30,47
1863,6,4,42,32
1864,5,4,26,31
1865,13,16,26,20
1866,5,7,35,20
1867,2,7,33,36
1868,3,3,36,43
1869,14,19,16,12
1870,20,21,15,20
1871,5,4,31,31
1872,4,4,43,35
1873,18,16,25,16
1874,15,7,18,20
1875,15,16,12,16
1876,7,8,33,36
1877,17,15,16,11
1878,13,13,14,13
1879,4,2,29,45
1880,12,21,20,9
1881,12,22,10,21
1882,3,8,43,38
1883,25,15,17,21
1884,17,17,16,11
1885,16,11,18,27
1886,9,8,47,43
1887,23,15,18,16
1888,34,22,6,5
1889,18,16,14,8
1890,23,21,13,12
1891,16,25,25,11
1892,28,17,9,7
1893,22,13,17,20
1894,8,14,29,33
1895,30,24,10,11
1896,19,20,10,10
1897,17,16,6,9
1898,12,8,20,18
1899,21,21,11,13
1900,13,14,13,25
1901,14,13,26,30
1902,28,20,4,4
1903,5,4,37,39
1904,23,19,17,19
1905,21,17,9,6
1906,4,12,31,28
1907,17,17,23,23
1908,13,8,28,30
1909,3,6,34,40
1910,26,25,12,5
1911,19,16,9,10
1912,33,23,11,6
1913,20,15,6,4
1914,22,15,6,6
1915,18,15,15,22
1916,14,9,31,26
1917,28,18,2,8
1918,15,17,19,19
1919,17,23,12,10
1920,27,25,6,4
1921,5,10,40,23
1922,9,6,27,27
1923,19,14,15,15
1924,6,9,34,26
1925,14,11,27,37
1926,19,22,8,10
1927,3,6,29,21
1928,15,15,18,33
1929,26,23,8,2
1930,29,23,15,6
1931,8,7,28,28
1932,32,25,7,4
1933,10,9,26,27
1934,25,22,10,5
1935,19,18,29,25
1936,11,8,31,35
1937,16,21,11,11
1938,28,17,7,9
1939,1,3,37,31
1940,19,18,6,5
1941,24,23,6,2
1942,13,11,29,33
1943,23,17,13,11
1944,16,23,13,12
1945,19,23,10,7
1946,21,17,16,22
1947,21,15,19,11
1948,7,9,26,44
1949,24,27,9,3
1950,10,15,26,24
1951,16,18,14,13
1952,20,12,28,34
1953,21,26,9,8
1954,23,22,13,8
1955,18,13,34,18
1956,21,15,25,24
1957,16,14,19,14
1958,13,17,16,23
1959,22,16,9,16
1960,17,21,17,11
1961,23,20,7,14
1962,3,3,41,43
1963,20,17,14,11
1964,31,28,7,2
1965,28,25,7,4
1966,11,6,32,37
1967,22,11,5,12
1968,6,7,32,26
1969,16,18,13,12
1970,25,29,4,0
1971,12,11,27,22
1972,5,8,37,36
1973,14,13,24,23
1974,21,17,8,11
1975,11,9,21,29
1976,21,14,14,16
1977,18,14,14,13
1978,17,11,22,21
1979,4,4,34,37
1980,6,4,47,38
1981,14,18,11,9
1982,20,21,16,11
1983,6,5,42,29
1984,27,27,5,4
1985,3,2,36,37
1986,3,2,40,53
1987,5,7,24,33
1988,7,2,38,39
1989,18,18,21,20
1990,27,15,9,6
1991,30,23,6,4
1992,3,4,29,37
1993,30,18,10,4
1994,18,19,11,11
1995,6,12,37,42
1996,25,21,5,3
1997,19,16,18,25
1998,12,10,29,26
1999,19,12,18,19
2000,21,10,22,27
2001,10,9,31,26
2002,12,9,28,28
2003,6,6,40,46
2004,10,7,39,26
2005,3,8,38,34
2006,23,27,6,6
2007,16,10,16,22
2008,14,8,27,39
2009,23,19,15,15
2010,1,2,33,42
2011,13,16,21,31
2012,12,11,32,32
2013,33,21,8,7
2014,19,25,10,5
2015,8,15,32,28
2016,21,19,27,21
2017,24,26,7,2
2018,24,21,10,15
2019,25,26,9,4
2020,22,24,8,3
2021,19,20,21,18
2022,32,25,9,6
2023,17,18,14,16
2024,7,5,30,32
2025,20,13,14,9
2026,3,10,28,32
2027,30,24,0,3
2028,26,24,15,10
2029,29,27,9,10
2030,11,14,30,24
2031,24,17,16,10
2032,15,14,20,18
2033,28,23,9,7
2034,3,4,42,34
2035,7,8,28,26
2036,26,17,9,10
2037,20,16,18,20
2038,7,4,26,26
2039,9,4,33,34
2040,20,17,16,8
2041,9,12,28,31
2042,19,23,20,6
2043,10,12,32,24
2044,6,12,35,34
2045,10,9,25,19
2046,23,22,11,8
2047,23,15,12,18
