category,category_id,variant_id,stored_count,attempt_count,success_count,failure_count,attempt_step_sum,success_step_sum,failure_step_sum,attempt_step_max,num_copies,object_id,z_shift,table_size_x,table_size_y,table_size_z,object_mass,target_count,missing_to_target,complete_32,success_rate,stored_rate,mean_attempt_steps,mean_success_steps,mean_failure_steps,attempt_steps_per_stored,attempt_steps_per_success,stored_per_1k_attempt_steps,success_per_1k_attempt_steps,copies_with_stored,max_copy_stored,min_copy_stored,mean_copy_stored,copies_with_attempts,object_name,usable_success_fraction_est
afar,0,145,14,103,96,1,49004,45865,3139,599,4,15,0.5547129511833191,0.6760092973709106,0.6474350690841675,0.050000000745058,0.5647917985916138,32,18,False,0.9320388349514565,0.1359223300970873,475.7669902912621,477.7604166666667,3139.0,3500.285714285714,510.4583333333333,0.2856909640029385,1.959023753163007,2,10,0,3.5,4,bolt_1,0.14583333333333334
afar,0,986,14,97,90,0,48553,44360,4193,599,4,28,0.5333540439605713,0.6258938312530518,1.0271379947662354,0.050000000745058,0.3489012122154236,32,18,False,0.9278350515463918,0.1443298969072164,500.5463917525773,492.8888888888889,,3468.0714285714284,539.4777777777778,0.2883446954874055,1.853644470990464,4,7,1,3.5,4,chalice_4,0.15555555555555556
afar,0,520,14,93,82,1,48622,42615,6007,599,4,11,0.4022286534309387,0.5062257647514343,1.0995464324951172,0.050000000745058,0.3265413343906402,32,18,False,0.8817204301075269,0.1505376344086021,522.8172043010753,519.6951219512196,6007.0,3473.0,592.9512195121952,0.2879355024474517,1.6864793714779318,2,9,0,3.5,4,beer_bottle_3,0.17073170731707318
afar,0,812,15,133,116,11,48925,44920,4005,599,4,13,0.6747121810913086,0.5376794934272766,1.0888406038284302,0.050000000745058,0.560333251953125,32,17,False,0.8721804511278195,0.112781954887218,367.8571428571428,387.2413793103448,364.09090909090907,3261.6666666666665,421.7672413793104,0.3065917220235054,2.3709759836484414,4,7,2,3.75,4,beer_can_4,0.12931034482758622
afar,0,1656,15,132,115,9,49192,44385,4807,599,4,13,0.6806146502494812,0.5429203510284424,1.1095564365386963,0.050000000745058,0.2205168306827545,32,17,False,0.8712121212121212,0.1136363636363636,372.6666666666667,385.9565217391304,534.1111111111111,3279.4666666666667,427.7565217391305,0.3049276305090259,2.3377785005691982,4,10,1,3.75,4,beer_can_4,0.13043478260869565
afar,0,1592,15,113,113,0,48389,48389,0,581,4,27,0.6375726461410522,0.6956691741943359,0.6871665120124817,0.050000000745058,0.5794078707695007,32,17,False,1.0,0.1327433628318584,428.2212389380531,428.2212389380531,,3225.9333333333334,428.2212389380531,0.3099878071462522,2.3352414805017667,2,11,0,3.75,4,chalice_2,0.13274336283185842
afar,0,622,15,116,112,1,48804,46408,2396,599,4,22,0.7466778755187988,0.6401126384735107,1.1037839651107788,0.050000000745058,0.4356113374233246,32,17,False,0.9655172413793104,0.1293103448275862,420.7241379310345,414.3571428571428,2396.0,3253.6,435.75,0.3073518564052127,2.2948938611589216,3,10,0,3.75,4,candy_cane_1,0.13392857142857142
afar,0,800,15,117,111,2,48216,46457,1759,599,4,20,0.6460740566253662,0.554614245891571,0.8824062347412109,0.050000000745058,0.2091396152973175,32,17,False,0.9487179487179488,0.1282051282051282,412.1025641025641,418.5315315315315,879.5,3214.4,434.3783783783784,0.3111000497760079,2.302140368342459,4,10,1,3.75,4,can_1,0.13513513513513514
afar,0,586,15,116,104,0,49061,45919,3142,599,4,27,0.4886913001537323,0.5778125524520874,0.7858957648277283,0.050000000745058,0.7491414546966553,32,17,False,0.896551724137931,0.1293103448275862,422.9396551724138,441.5288461538461,,3270.733333333333,471.74038461538464,0.3057418315973991,2.119810032408634,4,5,2,3.75,4,chalice_2,0.14423076923076922
afar,0,1328,15,106,98,0,48651,45595,3056,599,4,28,0.5816020369529724,0.5165081024169922,1.1061900854110718,0.050000000745058,0.2608874142169952,32,17,False,0.9245283018867924,0.1415094339622641,458.97169811320754,465.2551020408163,,3243.4,496.4387755102041,0.3083184312758216,2.0143470843353684,2,13,0,3.75,4,chalice_4,0.15306122448979592
