category,category_id,variant_id,stored_count,attempt_count,success_count,failure_count,attempt_step_sum,success_step_sum,failure_step_sum,attempt_step_max,num_copies,object_id,z_shift,table_size_x,table_size_y,table_size_z,object_mass,target_count,missing_to_target,complete_32,success_rate,stored_rate,mean_attempt_steps,mean_success_steps,mean_failure_steps,attempt_steps_per_stored,attempt_steps_per_success,stored_per_1k_attempt_steps,success_per_1k_attempt_steps,copies_with_stored,max_copy_stored,min_copy_stored,mean_copy_stored,copies_with_attempts,eff_median,eff_mad,robust_z_attempt_steps_per_stored,object_name
afar,0,35,63,102,101,0,48790,48335,455,579,4,7,0.5035336017608643,0.612143874168396,1.188281774520874,0.050000000745058,0.5234368443489075,32,0,True,0.9901960784313726,0.6176470588235294,478.3333333333333,478.5643564356436,,774.4444444444445,483.0693069306931,1.291248206599713,2.070096331215413,4,21,12,15.75,4,1054.0032377428306,248.72454921824044,-0.7581173899899586,atomizer_0
afar,0,36,68,152,116,29,49383,42149,7234,599,4,31,0.7756223678588867,0.6908503770828247,1.1813440322875977,0.050000000745058,0.7282410860061646,32,0,True,0.7631578947368421,0.4473684210526316,324.8881578947368,363.3534482758621,249.44827586206893,726.2205882352941,425.7155172413793,1.3769920822955268,2.348986493327663,4,28,12,17.0,4,1054.0032377428306,248.72454921824044,-0.888892543127462,cider_0
afar,0,37,20,102,97,0,48684,45987,2697,599,4,2,0.56668621301651,0.5438715219497681,0.7366193532943726,0.050000000745058,0.2923039197921753,32,12,False,0.9509803921568628,0.196078431372549,477.2941176470589,474.0927835051546,,2434.2,501.89690721649487,0.4108125872976748,1.9924410483937227,3,10,0,5.0,4,1054.0032377428306,248.72454921824044,3.7428662312123273,Dixie_cup_3
afar,0,38,64,141,128,8,49623,45318,4305,599,4,31,0.6855919361114502,0.5482820868492126,0.8185995817184448,0.050000000745058,0.2051980197429657,32,0,True,0.9078014184397164,0.4539007092198581,351.93617021276594,354.046875,538.125,775.359375,387.6796875,1.2897245229026864,2.5794490458053727,4,26,4,16.0,4,1054.0032377428306,248.72454921824044,-0.755636249058507,cider_0
afar,0,39,42,113,105,6,49572,48206,1366,599,4,16,0.5070577263832092,0.6875045299530029,0.8798270225524902,0.050000000745058,0.5893375873565674,32,0,True,0.9292035398230089,0.3716814159292035,438.6902654867257,459.1047619047619,227.66666666666663,1180.2857142857142,472.1142857142857,0.8472524812394093,2.118131203098524,4,19,4,10.5,4,1054.0032377428306,248.72454921824044,0.3424572712902455,boom_microphone_1
afar,0,40,38,114,104,5,49077,44171,4906,599,4,22,0.7962436079978943,0.5224596261978149,0.6040758490562439,0.050000000745058,0.5446690320968628,32,0,True,0.912280701754386,0.3333333333333333,430.5,424.72115384615387,981.2,1291.5,471.8942307692308,0.7742934572202865,2.119118935550257,4,18,2,9.5,4,1054.0032377428306,248.72454921824044,0.64405209154446,candy_cane_1
afar,0,41,41,112,110,1,48713,47668,1045,599,4,8,0.515380322933197,0.619928240776062,0.77894127368927,0.050000000745058,0.617504358291626,32,0,True,0.9821428571428572,0.3660714285714285,434.9375,433.3454545454546,1045.0,1188.121951219512,442.8454545454546,0.8416644427565537,2.258124114712705,4,22,2,10.25,4,1054.0032377428306,248.72454921824044,0.3637078548311928,bandage_4
afar,0,42,14,104,101,1,48682,46885,1797,599,4,20,0.7499849796295166,0.6284818649291992,0.915029227733612,0.050000000745058,0.6701646447181702,32,18,False,0.971153846153846,0.1346153846153846,468.09615384615387,464.2079207920792,1797.0,3477.285714285714,482.0,0.2875806252824452,2.074688796680498,4,5,2,3.5,4,1054.0032377428306,248.72454921824044,6.571542839520832,can_1
afar,0,43,35,107,103,2,48921,47141,1780,599,4,0,0.6023683547973633,0.650766909122467,0.7724185585975647,0.050000000745058,0.4346169531345367,32,0,True,0.9626168224299064,0.3271028037383177,457.2056074766355,457.6796116504854,890.0,1397.7428571428572,474.9611650485437,0.7154391774493571,2.10543529363668,3,18,0,8.75,4,1054.0032377428306,248.72454921824044,0.9321652165580238,Band_Aid_0
afar,0,44,61,107,103,2,48460,46643,1817,599,4,22,0.4946365356445312,0.5318028330802917,0.7438853979110718,0.050000000745058,0.2624104022979736,32,0,True,0.9626168224299064,0.5700934579439252,452.8971962616823,452.8446601941748,908.5,794.4262295081967,470.4854368932039,1.2587701196863392,2.1254643004539826,4,20,10,15.25,4,1054.0032377428306,248.72454921824044,-0.7039300809050199,candy_cane_1
afar,0,45,41,123,119,1,48530,47425,1105,599,4,18,0.7028030157089233,0.6614553928375244,0.8963267803192139,0.050000000745058,0.3999272882938385,32,0,True,0.967479674796748,0.3333333333333333,394.5528455284553,398.52941176470586,1105.0,1183.658536585366,407.8151260504202,0.8448382443849165,2.452091489800124,4,24,2,10.25,4,1054.0032377428306,248.72454921824044,0.3516038096929303,bottle_2
