category,category_id,variant_id,stored_count,attempt_count,success_count,failure_count,attempt_step_sum,success_step_sum,failure_step_sum,attempt_step_max,num_copies,object_id,z_shift,table_size_x,table_size_y,table_size_z,object_mass,target_count,missing_to_target,complete_32,success_rate,stored_rate,mean_attempt_steps,mean_success_steps,mean_failure_steps,attempt_steps_per_stored,attempt_steps_per_success,stored_per_1k_attempt_steps,success_per_1k_attempt_steps,copies_with_stored,max_copy_stored,min_copy_stored,mean_copy_stored,copies_with_attempts,object_name
afar,0,1155,20,109,103,1,48525,46986,1539,599,4,5,0.4945994317531585,0.6270226836204529,0.8448053598403931,0.050000000745058,0.4577073454856872,32,12,False,0.944954128440367,0.1834862385321101,445.1834862385321,456.1747572815534,1539.0,2426.25,471.11650485436894,0.4121586810922205,2.1226172076249354,4,7,1,5.0,4,Tabasco_sauce_4
afar,0,184,20,99,84,1,48412,41727,6685,599,4,19,0.471002459526062,0.5947644710540771,0.8369929194450378,0.050000000745058,0.6860244274139404,32,12,False,0.8484848484848485,0.202020202020202,489.010101010101,496.75,6685.0,2420.6,576.3333333333334,0.4131207138725936,1.735106998264893,4,14,1,5.0,4,bottle_3
afar,0,1914,20,103,94,2,48193,46298,1895,599,4,0,0.4320616424083709,0.6768064498901367,0.758341372013092,0.050000000745058,0.6572281718254089,32,12,False,0.912621359223301,0.1941747572815534,467.8932038834951,492.531914893617,947.5,2409.65,512.6914893617021,0.4149980287593633,1.950490735169008,3,17,0,5.0,4,Band_Aid_0
afar,0,1459,20,99,88,5,48025,43520,4505,599,4,9,0.4072007238864898,0.5019814968109131,0.8103197813034058,0.050000000745058,0.3549472689628601,32,12,False,0.8888888888888888,0.202020202020202,485.1010101010101,494.54545454545456,901.0,2401.25,545.7386363636364,0.4164497657470067,1.8323789692868293,4,9,1,5.0,4,bear_0
afar,0,794,21,148,123,9,49337,43618,5719,599,4,31,0.7854911088943481,0.6972094178199768,0.7874162793159485,0.050000000745058,0.7425582408905029,32,11,False,0.831081081081081,0.1418918918918918,333.3581081081081,354.6178861788618,635.4444444444445,2349.3809523809523,401.1138211382114,0.4256440399700022,2.493057948395727,3,19,0,5.25,4,cider_0
afar,0,1924,21,104,99,1,49217,47370,1847,599,4,27,0.4414137601852417,0.5649936199188232,0.8198424577713013,0.050000000745058,0.4797291159629822,32,11,False,0.9519230769230768,0.2019230769230769,473.24038461538464,478.4848484848485,1847.0,2343.6666666666665,497.14141414141415,0.4266818375764472,2.0115000914318224,3,10,0,5.25,4,chalice_2
afar,0,492,21,119,116,1,49093,48054,1039,599,4,7,0.7203097343444824,0.5727266669273376,0.7923455834388733,0.050000000745058,0.462249219417572,32,11,False,0.9747899159663864,0.1764705882352941,412.546218487395,414.2586206896552,1039.0,2337.7619047619046,423.2155172413793,0.4277595583891797,2.362862322530707,4,10,2,5.25,4,atomizer_0
afar,0,450,21,111,107,1,49030,46794,2236,599,4,17,0.6670066118240356,0.5489925742149353,0.8707184791564941,0.050000000745058,0.6927018761634827,32,11,False,0.963963963963964,0.1891891891891892,441.7117117117117,437.3271028037384,2236.0,2334.7619047619046,458.22429906542055,0.4283091984499286,2.1823373444829697,3,15,0,5.25,4,bottle_0
afar,0,935,21,110,102,1,48993,46644,2349,599,4,19,0.685306191444397,0.6956816911697388,1.049509882926941,0.050000000745058,0.6560784578323364,32,11,False,0.9272727272727272,0.1909090909090909,445.3909090909091,457.2941176470589,2349.0,2333.0,480.3235294117647,0.4286326618088298,2.081930071642888,4,10,2,5.25,4,bottle_3
afar,0,1276,21,108,102,1,48981,46192,2789,599,4,24,0.4579193890094757,0.617967963218689,0.969966471195221,0.050000000745058,0.5424080491065979,32,11,False,0.9444444444444444,0.1944444444444444,453.52777777777777,452.8627450980392,2789.0,2332.428571428572,480.2058823529412,0.4287376737918785,2.082440129846267,4,12,1,5.25,4,canister_1
afar,0,2014,21,111,106,0,48943,46492,2451,599,4,19,0.5552688837051392,0.5006002187728882,1.151376724243164,0.050000000745058,0.6742224097251892,32,11,False,0.954954954954955,0.1891891891891892,440.927927927928,438.6037735849056,,2330.619047619048,461.7264150943397,0.4290705514578183,2.165784688310892,4,13,1,5.25,4,bottle_3
afar,0,68,21,101,94,0,48935,44742,4193,599,4,7,0.4482163488864898,0.6645144820213318,0.8683730363845825,0.050000000745058,0.4845377206802368,32,11,False,0.9306930693069309,0.2079207920792079,484.5049504950495,475.9787234042553,,2330.2380952380954,520.5851063829788,0.4291406968427506,1.9209155001532645,4,8,1,5.25,4,atomizer_0
afar,0,1964,21,103,103,0,48891,48891,0,589,4,14,0.7076348066329956,0.6991634368896484,1.0817716121673584,0.050000000745058,0.4476294815540313,32,11,False,1.0,0.203883495145631,474.66990291262135,474.66990291262135,,2328.1428571428573,474.66990291262135,0.4295269067926612,2.1067272095068623,4,9,1,5.25,4,beret_2
afar,0,1729,21,106,102,0,48835,48777,58,582,4,2,0.4346807897090912,0.5210440158843994,0.8422548770904541,0.050000000745058,0.455874502658844,32,11,False,0.9622641509433962,0.1981132075471698,460.7075471698113,478.2058823529412,,2325.4761904761904,478.7745098039216,0.4300194532609808,2.0886659158390497,4,12,2,5.25,4,Dixie_cup_3
afar,0,991,21,107,96,1,48831,43593,5238,599,4,2,0.7775471210479736,0.5901514887809753,0.842555046081543,0.050000000745058,0.3475109934806824,32,11,False,0.897196261682243,0.1962616822429906,456.3644859813084,454.09375,5238.0,2325.285714285714,508.65625,0.4300546783805369,1.965964244025312,4,15,2,5.25,4,Dixie_cup_3
afar,0,1586,21,124,101,19,48821,42055,6766,568,4,2,0.6105729341506958,0.5344362854957581,0.7022795081138611,0.050000000745058,0.5938559174537659,32,11,False,0.8145161290322581,0.1693548387096774,393.71774193548384,416.38613861386136,356.10526315789474,2324.809523809524,483.3762376237624,0.4301427664324778,2.068781876651441,4,9,1,5.25,4,Dixie_cup_3
afar,0,708,21,145,129,6,48810,45376,3434,599,4,5,0.747859537601471,0.6760743260383606,1.1054301261901855,0.050000000745058,0.2568792998790741,32,11,False,0.8896551724137931,0.1448275862068965,336.62068965517244,351.7519379844961,572.3333333333334,2324.285714285714,378.3720930232558,0.430239704978488,2.642901044867855,3,12,0,5.25,4,Tabasco_sauce_4
afar,0,360,21,97,91,0,48733,45139,3594,599,4,3,0.4830728769302368,0.5304684042930603,1.144637107849121,0.050000000745058,0.5989986658096313,32,11,False,0.9381443298969072,0.2164948453608247,502.4020618556701,496.032967032967,,2320.619047619048,535.5274725274726,0.4309195001333798,1.8673178339113128,3,11,0,5.25,4,Dixie_cup_4
afar,0,1277,21,102,97,1,48659,46801,1858,599,4,7,0.4301923215389251,0.6867916584014893,0.8029898405075073,0.050000000745058,0.4124376475811004,32,11,False,0.9509803921568628,0.2058823529411764,477.0490196078432,482.4845360824742,1858.0,2317.095238095238,501.639175257732,0.4315748371318769,1.99346472389486,3,14,0,5.25,4,atomizer_0
afar,0,1009,21,99,90,3,48424,43047,5377,599,4,20,0.4455828368663788,0.6977524757385254,0.8146814703941345,0.050000000745058,0.4110201001167297,32,11,False,0.9090909090909092,0.2121212121212121,489.1313131313131,478.3,1792.3333333333333,2305.904761904762,538.0444444444445,0.4336692549149182,1.8585825210639355,4,11,3,5.25,4,can_1
afar,0,587,21,118,114,2,48332,46491,1841,599,4,4,0.7254030108451843,0.6935757398605347,0.7430015206336975,0.050000000745058,0.4657290577888489,32,11,False,0.9661016949152542,0.1779661016949152,409.59322033898303,407.8157894736842,920.5,2301.5238095238096,423.96491228070175,0.4344947446826119,2.3586857568484647,4,9,3,5.25,4,Tabasco_sauce_2
afar,0,1626,21,122,106,6,48217,43137,5080,599,4,2,0.7260783910751343,0.5772721767425537,1.1779040098190308,0.050000000745058,0.249566376209259,32,11,False,0.8688524590163934,0.1721311475409836,395.2213114754098,406.9528301886792,846.6666666666666,2296.04761904762,454.87735849056605,0.4355310367712632,2.1983947570359,4,10,1,5.25,4,Dixie_cup_3
afar,0,1139,22,123,112,9,49492,46309,3183,516,4,17,0.718065619468689,0.5147410035133362,1.0782556533813477,0.050000000745058,0.7659009695053101,32,10,False,0.9105691056910568,0.1788617886178861,402.3739837398374,413.4732142857143,353.6666666666667,2249.6363636363635,441.8928571428572,0.4445162854602764,2.2629919987068616,3,9,0,5.5,4,bottle_0
afar,0,648,22,97,91,2,49317,45723,3594,599,4,6,0.4237580001354217,0.5273309350013733,0.9237935543060304,0.050000000745058,0.2865543365478515,32,10,False,0.9381443298969072,0.2268041237113402,508.4226804123711,502.45054945054943,1797.0,2241.681818181818,541.945054945055,0.4460936391102459,1.8452055072287443,3,13,0,5.5,4,aerosol_can_1
afar,0,1590,22,124,119,1,49144,47484,1660,599,4,5,0.7676686644554138,0.6186113953590393,0.8934329152107239,0.050000000745058,0.3093820214271545,32,10,False,0.9596774193548387,0.1774193548387097,396.3225806451613,399.0252100840336,1660.0,2233.818181818182,412.9747899159664,0.4476640078137717,2.4214553149926745,4,11,2,5.5,4,Tabasco_sauce_4
afar,0,1620,22,122,108,5,49128,45931,3197,599,4,12,0.6097937822341919,0.561083197593689,1.0942659378051758,0.050000000745058,0.7287150025367737,32,10,False,0.8852459016393442,0.180327868852459,402.6885245901639,425.287037037037,639.4,2233.090909090909,454.8888888888889,0.4478098029636867,2.198339032730825,4,14,1,5.5,4,beer_can_1
afar,0,729,22,107,103,0,49127,47443,1684,599,4,29,0.5231680870056152,0.6877124905586243,0.750089704990387,0.050000000745058,0.5411763787269592,32,10,False,0.9626168224299064,0.205607476635514,459.13084112149534,460.6116504854369,,2233.0454545454545,476.9611650485437,0.4478189183137582,2.0966067539235045,4,9,3,5.5,4,chicken_(animal)_2
afar,0,1986,22,129,109,3,49032,44507,4525,599,4,12,0.7562726736068726,0.646248459815979,0.8858520984649658,0.050000000745058,0.4406640529632568,32,10,False,0.8449612403100775,0.1705426356589147,380.09302325581393,408.3211009174312,1508.3333333333333,2228.7272727272725,449.8348623853211,0.4486865720345896,2.223038015989558,4,11,1,5.5,4,beer_can_1
afar,0,1661,22,113,111,0,48874,47676,1198,599,4,4,0.6720458269119263,0.5260215401649475,0.7445962429046631,0.050000000745058,0.5763838291168213,32,10,False,0.9823008849557522,0.1946902654867256,432.5132743362832,429.5135135135135,,2221.5454545454545,440.3063063063063,0.4501370872038303,2.271146212710234,4,19,1,5.5,4,Tabasco_sauce_2
afar,0,792,22,117,112,1,48788,46737,2051,599,4,21,0.616051197052002,0.650556743144989,0.852651059627533,0.050000000745058,0.4457456469535827,32,10,False,0.9572649572649572,0.188034188034188,416.991452991453,417.2946428571428,2051.0,2217.6363636363635,435.6071428571428,0.450930556694269,2.295646470443552,4,8,2,5.5,4,candle_holder_4
afar,0,148,22,136,111,13,48770,42870,5900,599,4,13,0.7221077680587769,0.5894812345504761,0.8051398992538452,0.050000000745058,0.2034033685922622,32,10,False,0.8161764705882353,0.1617647058823529,358.6029411764706,386.2162162162162,453.84615384615387,2216.818181818182,439.3693693693694,0.4510969858519582,2.275989337707608,3,13,0,5.5,4,beer_can_4
afar,0,1118,22,96,86,2,48686,42824,5862,599,4,22,0.5463841557502747,0.5381041169166565,0.7941993474960327,0.050000000745058,0.4955790042877197,32,10,False,0.8958333333333334,0.2291666666666666,507.1458333333333,497.953488372093,2931.0,2213.0,566.1162790697674,0.4518752824220515,1.766421558558929,4,17,1,5.5,4,candy_cane_1
afar,0,1808,22,115,112,1,48536,47894,642,599,4,28,0.5760686993598938,0.5182003378868103,1.044910192489624,0.050000000745058,0.6568426489830017,32,10,False,0.9739130434782608,0.1913043478260869,422.0521739130435,427.625,642.0,2206.181818181818,433.3571428571428,0.4532717982528432,2.307565518378111,4,10,2,5.5,4,chalice_4
afar,0,1087,22,92,79,1,48422,40749,7673,599,4,18,0.4279473721981048,0.5345634818077087,0.9585183262825012,0.050000000745058,0.5197457075119019,32,10,False,0.8586956521739131,0.2391304347826087,526.3260869565217,515.8101265822785,7673.0,2201.0,612.9367088607595,0.4543389368468877,1.631489818677461,3,17,0,5.5,4,bottle_2
afar,0,1362,22,110,109,0,48183,47584,599,599,4,7,0.5089312791824341,0.5274407267570496,0.7723379135131836,0.050000000745058,0.7682076692581177,32,10,False,0.990909090909091,0.2,438.0272727272727,436.55045871559633,,2190.1363636363635,442.045871559633,0.4565925741444078,2.262208662806384,4,11,2,5.5,4,atomizer_0
afar,0,119,23,108,79,7,49687,36773,12914,599,4,12,0.4559791684150696,0.5226350426673889,0.6121921539306641,0.050000000745058,0.6170268654823303,32,9,False,0.7314814814814815,0.2129629629629629,460.0648148148149,465.4810126582278,1844.857142857143,2160.304347826087,628.9493670886076,0.4628977398514702,1.589953106446354,3,11,0,5.75,4,beer_can_1
afar,0,52,23,126,123,2,49661,48272,1389,599,4,28,0.7085268497467041,0.6747312545776367,0.7372907996177673,0.050000000745058,0.6432989239692688,32,9,False,0.9761904761904762,0.1825396825396825,394.1349206349207,392.4552845528455,694.5,2159.1739130434785,403.7479674796748,0.4631400898089043,2.476792654195445,3,16,0,5.75,4,chalice_4
afar,0,1719,23,154,85,50,49590,32529,17061,599,4,13,0.7921016812324524,0.5843368768692017,0.8079982995986938,0.050000000745058,0.7108027338981628,32,9,False,0.551948051948052,0.1493506493506493,322.012987012987,382.6941176470588,341.22,2156.086956521739,583.4117647058823,0.4638031861262351,1.714055253075217,3,12,0,5.75,4,beer_can_4
afar,0,805,23,107,103,0,49563,47167,2396,599,4,19,0.5749754905700684,0.5294288396835327,0.6299972534179688,0.050000000745058,0.6378238797187805,32,9,False,0.9626168224299064,0.2149532710280373,463.2056074766355,457.9320388349514,,2154.913043478261,481.19417475728153,0.4640558481125033,2.0781631458951235,4,16,1,5.75,4,bottle_3
afar,0,1713,23,118,111,1,49426,47349,2077,599,4,14,0.6909053325653076,0.6321811676025391,0.7618511915206909,0.050000000745058,0.232890248298645,32,9,False,0.940677966101695,0.1949152542372881,418.864406779661,426.5675675675676,2077.0,2148.9565217391305,445.2792792792793,0.4653421276251365,2.245781572451746,3,16,0,5.75,4,beret_2
afar,0,499,23,117,113,1,49218,47744,1474,599,4,30,0.6749659180641174,0.5381765961647034,0.6923096179962158,0.050000000745058,0.4704395532608032,32,9,False,0.9658119658119658,0.1965811965811965,420.6666666666667,422.5132743362832,1474.0,2139.913043478261,435.5575221238938,0.4673087081961883,2.295908001137795,4,11,2,5.75,4,chocolate_milk_4
afar,0,956,23,127,117,5,49214,47289,1925,599,4,29,0.7942118644714355,0.6295870542526245,0.8428128957748413,0.050000000745058,0.5809820890426636,32,9,False,0.9212598425196852,0.1811023622047244,387.5118110236221,404.1794871794872,385.0,2139.7391304347825,420.6324786324786,0.4673466899662697,2.3773722924371112,3,17,0,5.75,4,chicken_(animal)_2
afar,0,726,23,111,103,1,49152,47214,1938,599,4,10,0.6556801795959473,0.5188915729522705,0.7495409846305847,0.050000000745058,0.4744937419891357,32,9,False,0.927927927927928,0.2072072072072072,442.8108108108109,458.3883495145631,1938.0,2137.043478260869,477.2038834951457,0.4679361979166667,2.095540364583333,3,13,0,5.75,4,beer_bottle_0
afar,0,562,23,127,116,5,49150,48945,205,542,4,19,0.5534157752990723,0.5266854763031006,1.1572657823562622,0.050000000745058,0.7463997006416321,32,9,False,0.9133858267716536,0.1811023622047244,387.007874015748,421.9396551724138,41.0,2136.9565217391305,423.7068965517241,0.4679552390640895,2.360122075279756,2,12,0,5.75,4,bottle_3
afar,0,93,23,110,94,11,49051,43354,5697,599,4,2,0.6480393409729004,0.5470685362815857,0.975016713142395,0.050000000745058,0.304395854473114,32,9,False,0.8545454545454545,0.209090909090909,445.9181818181818,461.2127659574468,517.9090909090909,2132.6521739130435,521.8191489361702,0.4688997166214756,1.9163727548877696,4,9,2,5.75,4,Dixie_cup_3
afar,0,2010,23,142,110,15,48935,40790,8145,599,4,12,0.7822849154472351,0.5567569136619568,0.6434088945388794,0.050000000745058,0.2056518048048019,32,9,False,0.7746478873239436,0.1619718309859155,344.61267605633805,370.8181818181818,543.0,2127.608695652174,444.8636363636364,0.470011239399203,2.247879840604884,4,14,1,5.75,4,beer_can_1
afar,0,714,23,92,81,2,48915,42326,6589,599,4,8,0.4853739738464355,0.6132766008377075,0.8309540748596191,0.050000000745058,0.6287717223167419,32,9,False,0.8804347826086957,0.25,531.6847826086956,522.5432098765432,3294.5,2126.7391304347825,603.8888888888889,0.4702034140856588,1.655933762649494,3,17,0,5.75,4,bandage_4
afar,0,660,23,95,91,1,48869,46473,2396,599,4,0,0.4014632105827331,0.5349801182746887,0.6898717880249023,0.050000000745058,0.2415913790464401,32,9,False,0.9578947368421052,0.2421052631578947,514.4105263157895,510.6923076923077,2396.0,2124.7391304347825,537.021978021978,0.4706460128097567,1.862121181116864,4,8,3,5.75,4,Band_Aid_0
afar,0,564,23,121,94,19,48866,40447,8419,599,4,2,0.6625090837478638,0.5633537173271179,1.105644464492798,0.050000000745058,0.240511268377304,32,9,False,0.7768595041322314,0.1900826446280991,403.8512396694215,430.2872340425532,443.10526315789474,2124.608695652174,519.8510638297872,0.4706749068882249,1.923627880325789,4,9,3,5.75,4,Dixie_cup_3
afar,0,1583,23,100,85,1,48811,42937,5874,599,4,19,0.4448946118354797,0.6618653535842896,0.6812081336975098,0.050000000745058,0.4113068580627441,32,9,False,0.85,0.23,488.11,505.1411764705882,5874.0,2122.217391304348,574.2470588235294,0.4712052611091762,1.7414107475773903,3,18,0,5.75,4,bottle_3
afar,0,1505,23,116,112,3,48794,47844,950,567,4,26,0.5918719172477722,0.6458223462104797,0.7581040859222412,0.050000000745058,0.5050942301750183,32,9,False,0.9655172413793104,0.1982758620689655,420.63793103448273,427.1785714285714,316.6666666666667,2121.478260869565,435.6607142857143,0.471369430667705,2.295364184120998,4,12,2,5.75,4,canister_3
afar,0,1315,23,115,113,0,48665,48622,43,552,4,24,0.60259610414505,0.6556098461151123,0.9132061004638672,0.050000000745058,0.4560210704803467,32,9,False,0.982608695652174,0.2,423.1739130434783,430.283185840708,,2115.8695652173915,430.6637168141593,0.4726189253056611,2.32199732867564,2,22,0,5.75,4,canister_1
afar,0,81,23,89,70,0,48600,37799,10801,599,4,14,0.4490981996059418,0.6096179485321045,0.9007235765457152,0.050000000745058,0.6147461533546448,32,9,False,0.7865168539325843,0.2584269662921348,546.0674157303371,539.9857142857143,,2113.043478260869,694.2857142857143,0.4732510288065844,1.440329218106996,4,14,2,5.75,4,beret_2
afar,0,1925,23,100,96,0,48596,46311,2285,599,4,2,0.5748985409736633,0.599976122379303,0.6832834482192993,0.050000000745058,0.3024338185787201,32,9,False,0.96,0.23,485.96,482.40625,,2112.8695652173915,506.2083333333333,0.4732899827146267,1.975471232200181,4,11,1,5.75,4,Dixie_cup_3
afar,0,758,23,99,97,1,48585,47387,1198,599,4,30,0.5164079666137695,0.5061339735984802,1.09398353099823,0.050000000745058,0.4516122341156006,32,9,False,0.9797979797979798,0.2323232323232323,490.75757575757575,488.5257731958763,1198.0,2112.391304347826,500.8762886597938,0.4733971390346815,1.9965009776680045,3,12,0,5.75,4,chocolate_milk_4
afar,0,1446,23,108,98,1,48566,44342,4224,599,4,28,0.5177174210548401,0.5308700799942017,0.8053326606750488,0.050000000745058,0.3661626577377319,32,9,False,0.9074074074074074,0.2129629629629629,449.6851851851852,452.4693877551021,4224.0,2111.5652173913045,495.57142857142856,0.4735823415558209,2.017872585759585,3,17,0,5.75,4,chalice_4
afar,0,247,23,96,88,2,48329,44089,4240,599,4,18,0.4586478173732757,0.6349605321884155,0.9575543403625488,0.050000000745058,0.2285089492797851,32,9,False,0.9166666666666666,0.2395833333333333,503.4270833333333,501.0113636363636,2120.0,2101.260869565217,549.1931818181819,0.4759047362867015,1.820852904053467,4,10,2,5.75,4,bottle_2
afar,0,1253,23,93,82,1,48249,42237,6012,599,4,11,0.4466686248779297,0.5568543076515198,0.8937109112739563,0.050000000745058,0.4882584810256958,32,9,False,0.8817204301075269,0.2473118279569892,518.8064516129032,515.0853658536586,6012.0,2097.782608695652,588.4024390243902,0.4766938174884453,1.699517088437066,3,10,0,5.75,4,beer_bottle_3
afar,0,1098,24,106,103,0,49578,47781,1797,599,4,7,0.5519850850105286,0.6565020084381104,0.7075014114379883,0.050000000745058,0.7552542090415955,32,8,False,0.9716981132075472,0.2264150943396226,467.7169811320755,463.8932038834951,,2065.75,481.3398058252427,0.4840856831659204,2.0775343902537418,4,9,4,6.0,4,atomizer_0
afar,0,1013,24,126,107,12,49361,43306,6055,599,4,2,0.6817350387573242,0.5941895246505737,0.7465022206306458,0.050000000745058,0.2331194877624511,32,8,False,0.8492063492063492,0.1904761904761904,391.75396825396825,404.7289719626168,504.5833333333333,2056.708333333333,461.31775700934577,0.4862138125240574,2.167703247503089,3,10,0,6.0,4,Dixie_cup_3
afar,0,1684,24,104,104,0,49358,49358,0,595,4,25,0.4165533781051636,0.6025146842002869,0.9480157494544984,0.050000000745058,0.4407343566417694,32,8,False,1.0,0.2307692307692307,474.59615384615387,474.59615384615387,,2056.583333333333,474.59615384615387,0.4862433648040844,2.1070545808176995,4,14,2,6.0,4,canister_2
afar,0,1452,24,124,120,2,49310,47514,1796,599,4,9,0.712943434715271,0.6820513010025024,0.7675076127052307,0.050000000745058,0.6620832085609436,32,8,False,0.967741935483871,0.1935483870967742,397.6612903225807,395.95,898.0,2054.583333333333,410.9166666666667,0.4867166903265058,2.4335834516325288,3,14,0,6.0,4,bear_0
afar,0,190,24,113,109,1,49294,47476,1818,599,4,1,0.6715623140335083,0.57449871301651,0.9025572538375854,0.050000000745058,0.2268196642398834,32,8,False,0.9646017699115044,0.2123893805309734,436.2300884955752,435.5596330275229,1818.0,2053.9166666666665,452.2385321100917,0.4868746703452752,2.2112224611514586,3,13,0,6.0,4,Dixie_cup_0
afar,0,1063,24,117,104,10,49290,45279,4011,599,4,2,0.6135215759277344,0.6690282225608826,1.0308018922805786,0.050000000745058,0.7067750692367554,32,8,False,0.8888888888888888,0.2051282051282051,421.28205128205127,435.375,401.1,2053.75,473.9423076923077,0.4869141813755325,2.109961452627308,3,17,0,6.0,4,Dixie_cup_3
afar,0,31,24,145,106,29,49236,40629,8607,508,4,17,0.7897111177444458,0.6397329568862915,0.976907193660736,0.050000000745058,0.669055163860321,32,8,False,0.7310344827586207,0.1655172413793103,339.5586206896552,383.2924528301887,296.7931034482759,2051.5,464.4905660377359,0.4874482086278333,2.1528962547729305,4,10,4,6.0,4,bottle_0
afar,0,170,24,103,96,1,49218,46174,3044,599,4,10,0.5387484431266785,0.6063451766967773,1.0032122135162354,0.050000000745058,0.6796339154243469,32,8,False,0.9320388349514565,0.233009708737864,477.8446601941748,480.9791666666667,3044.0,2050.75,512.6875,0.4876264781177618,1.950505912471047,4,12,1,6.0,4,beer_bottle_0
afar,0,848,24,114,109,2,49187,46728,2459,599,4,3,0.5589824914932251,0.5915614366531372,0.6016302108764648,0.050000000745058,0.5821143984794617,32,8,False,0.956140350877193,0.2105263157894736,431.46491228070175,428.697247706422,1229.5,2049.458333333333,451.25688073394497,0.4879338036473052,2.2160326915648443,4,10,4,6.0,4,Dixie_cup_4
afar,0,932,24,120,117,1,49175,48179,996,599,4,23,0.5995463132858276,0.6213282346725464,0.7433322072029114,0.050000000745058,0.5746229887008667,32,8,False,0.975,0.2,409.7916666666667,411.7863247863248,996.0,2048.958333333333,420.2991452991453,0.4880528723945094,2.379257752923233,3,14,0,6.0,4,canister_0
afar,0,1219,24,102,93,2,49054,44240,4814,599,4,18,0.4377635419368744,0.6763250231742859,0.7838773727416992,0.050000000745058,0.5175483226776123,32,8,False,0.9117647058823528,0.2352941176470588,480.921568627451,475.6989247311828,2407.0,2043.9166666666667,527.4623655913979,0.489256737472989,1.895869857707832,4,19,1,6.0,4,bottle_2
afar,0,1086,24,106,101,3,49036,47203,1833,599,4,1,0.4382635354995727,0.6858572959899902,0.9906964302062988,0.050000000745058,0.798278272151947,32,8,False,0.9528301886792452,0.2264150943396226,462.6037735849056,467.35643564356434,611.0,2043.1666666666667,485.5049504950495,0.4894363324904152,2.0597112325638305,3,17,0,6.0,4,Dixie_cup_0
afar,0,75,24,132,122,3,48946,48005,941,544,4,5,0.6439777612686157,0.6719717979431152,1.0716527700424194,0.050000000745058,0.234793946146965,32,8,False,0.9242424242424242,0.1818181818181818,370.8030303030303,393.4836065573771,313.6666666666667,2039.4166666666667,401.1967213114754,0.4903362889715196,2.4925428022718914,4,15,2,6.0,4,Tabasco_sauce_4
afar,0,490,24,105,94,0,48937,42348,6589,599,4,26,0.6719928979873657,0.6032974720001221,1.1177620887756348,0.050000000745058,0.650719940662384,32,8,False,0.8952380952380953,0.2285714285714285,466.06666666666666,450.51063829787233,,2039.0416666666667,520.6063829787234,0.4904264666816519,1.9208369945031367,4,10,1,6.0,4,canister_3
afar,0,1292,24,116,111,1,48900,46473,2427,599,4,8,0.7408955693244934,0.6184548139572144,0.889541506767273,0.050000000745058,0.3251281380653381,32,8,False,0.956896551724138,0.2068965517241379,421.5517241379311,418.6756756756757,2427.0,2037.5,440.5405405405405,0.4907975460122699,2.2699386503067487,3,10,0,6.0,4,bandage_4
afar,0,166,24,111,110,0,48890,48291,599,599,4,25,0.5271898508071899,0.5790234804153442,1.1403651237487793,0.050000000745058,0.3494852781295776,32,8,False,0.990990990990991,0.2162162162162162,440.4504504504504,439.0090909090909,,2037.0833333333333,444.45454545454544,0.4908979341378605,2.249948864798528,4,15,2,6.0,4,canister_2
afar,0,1488,24,116,107,2,48782,47573,1209,599,4,13,0.515364408493042,0.5932626724243164,1.0375425815582275,0.050000000745058,0.4578607082366943,32,8,False,0.9224137931034484,0.2068965517241379,420.5344827586207,444.6074766355141,604.5,2032.5833333333333,455.9065420560748,0.4919847484727973,2.1934320036078883,4,18,1,6.0,4,beer_can_4
afar,0,257,24,115,111,2,48755,47232,1523,599,4,17,0.7229468822479248,0.6493431925773621,1.12444806098938,0.050000000745058,0.2110516279935836,32,8,False,0.9652173913043478,0.208695652173913,423.9565217391304,425.5135135135135,761.5,2031.4583333333333,439.23423423423424,0.4922572043892934,2.276689570300482,3,12,0,6.0,4,bottle_0
afar,0,1052,24,131,107,20,48719,41215,7504,599,4,17,0.7822948694229126,0.6382852792739868,0.7517971992492676,0.050000000745058,0.6828494071960449,32,8,False,0.816793893129771,0.183206106870229,371.90076335877865,385.1869158878505,375.2,2029.9583333333333,455.31775700934577,0.4926209487058437,2.1962683963135534,4,7,4,6.0,4,bottle_0
afar,0,1847,24,106,104,1,48677,48376,301,570,4,25,0.5010799169540405,0.5357099771499634,0.7987885475158691,0.050000000745058,0.6215044260025024,32,8,False,0.981132075471698,0.2264150943396226,459.2169811320755,465.1538461538461,301.0,2028.2083333333333,468.0480769230769,0.4930459970828111,2.136532654025515,4,11,1,6.0,4,canister_2
afar,0,1342,24,93,86,1,48623,44430,4193,599,4,26,0.4317497909069061,0.5944525003433228,0.8487551212310791,0.050000000745058,0.5927754640579224,32,8,False,0.9247311827956988,0.2580645161290322,522.8279569892474,516.6279069767442,4193.0,2025.9583333333333,565.3837209302326,0.4935935668305123,1.7687102811426691,4,13,2,6.0,4,canister_3
afar,0,467,24,104,102,1,48554,47356,1198,599,4,20,0.5562785863876343,0.5691550970077515,1.1418042182922363,0.050000000745058,0.645703136920929,32,8,False,0.9807692307692308,0.2307692307692307,466.86538461538464,464.2745098039216,1198.0,2023.0833333333333,476.0196078431373,0.4942950117395065,2.1007537998929027,4,7,5,6.0,4,can_1
afar,0,4,24,103,100,0,48545,47298,1247,599,4,24,0.4117126166820526,0.5067141056060791,0.7989126443862915,0.050000000745058,0.5834188461303711,32,8,False,0.970873786407767,0.233009708737864,471.31067961165047,472.98,,2022.7083333333333,485.45,0.4943866515604078,2.0599443815017,3,16,0,6.0,4,canister_1
