category,category_id,variant_id,stored_count,attempt_count,success_count,failure_count,attempt_step_sum,success_step_sum,failure_step_sum,attempt_step_max,num_copies,object_id,z_shift,table_size_x,table_size_y,table_size_z,object_mass,target_count,missing_to_target,complete_32,success_rate,stored_rate,mean_attempt_steps,mean_success_steps,mean_failure_steps,attempt_steps_per_stored,attempt_steps_per_success,stored_per_1k_attempt_steps,success_per_1k_attempt_steps,copies_with_stored,max_copy_stored,min_copy_stored,mean_copy_stored,copies_with_attempts
far_recovery,2,29,0,0,0,0,0,0,0,0,4,10,0.7239841222763062,0.6149757504463196,0.8445947170257568,0.05000000074505806,0.32147789001464844,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,30,0,0,0,0,0,0,0,0,4,14,0.6558728218078613,0.6892956495285034,0.6804870367050171,0.05000000074505806,0.6180611848831177,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,31,0,0,0,0,0,0,0,0,4,17,0.7897111177444458,0.6397329568862915,0.9769071936607361,0.05000000074505806,0.669055163860321,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,32,0,0,0,0,0,0,0,0,4,9,0.7320119738578796,0.5130985379219055,1.1402060985565186,0.05000000074505806,0.7901514172554016,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,33,0,0,0,0,0,0,0,0,4,6,0.41777247190475464,0.6912004351615906,1.0399672985076904,0.05000000074505806,0.5033276677131653,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,34,0,0,0,0,0,0,0,0,4,31,0.40983831882476807,0.621638298034668,0.8323392271995544,0.05000000074505806,0.6206595301628113,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,35,0,0,0,0,0,0,0,0,4,7,0.5035336017608643,0.612143874168396,1.188281774520874,0.05000000074505806,0.5234368443489075,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,36,0,0,0,0,0,0,0,0,4,31,0.7756223678588867,0.6908503770828247,1.1813440322875977,0.05000000074505806,0.7282410860061646,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,37,0,0,0,0,0,0,0,0,4,2,0.56668621301651,0.5438715219497681,0.7366193532943726,0.05000000074505806,0.2923039197921753,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,38,0,0,0,0,0,0,0,0,4,31,0.6855919361114502,0.5482820868492126,0.8185995817184448,0.05000000074505806,0.2051980197429657,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,39,0,0,0,0,0,0,0,0,4,16,0.5070577263832092,0.6875045299530029,0.8798270225524902,0.05000000074505806,0.5893375873565674,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,40,0,0,0,0,0,0,0,0,4,22,0.7962436079978943,0.5224596261978149,0.6040758490562439,0.05000000074505806,0.5446690320968628,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,41,0,0,0,0,0,0,0,0,4,8,0.515380322933197,0.619928240776062,0.77894127368927,0.05000000074505806,0.617504358291626,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,42,0,0,0,0,0,0,0,0,4,20,0.7499849796295166,0.6284818649291992,0.9150292277336121,0.05000000074505806,0.6701646447181702,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
